"SqFt","OpenHours","WorkersCnt","ComputersCnt","IsBank","CooledPercent","CDD65","SOURCE_EUI","SourceEnergy","FINALWT","SourceEnergyLog"
-66462.98,5.7,-209.33,-302.04,"No",9.64,1227.92,187.32,7024363.5,653.84,15.76
496037.02,9.7,1265.67,1395.96,"No",9.64,72.92,257.53,154516125.89,23.25,18.86
-32962.98,-2.3,-110.33,-125.04,"No",1.64,-519.08,131.16,9312410.82,360.22,16.05
291037.02,3.7,865.67,1084.96,"No",9.64,323.92,229.62,90699590.61,48.84,18.32
46037.02,-2.3,-34.33,-64.04,"No",4.64,231.92,237.86,35679153.12,24.43,17.39
-87462.98,-17.3,-222.33,-306.04,"No",9.64,-81.08,314.87,5195395.1,1117.74,15.46
896037.02,105.7,3265.67,4181.96,"No",9.64,-412.08,269.44,269439803.4,15.95,19.41
696037.02,-2.3,2139.67,3429.96,"No",9.64,188.92,162.31,129849378.4,25.32,18.68
191037.02,27.7,965.67,791.96,"Yes",-5.36,-657.08,129.29,38140115.73,86.87,17.46
-93712.98,-22.3,-220.33,-309.04,"No",-10.36,-741.08,215.84,2212380.97,1155.43,14.61
-94062.98,-22.3,-217.33,-313.04,"No",9.64,-705.08,80.86,800482.9,1559.83,13.59
-102762.98,-22.3,-231.33,-327.04,"No",-10.36,167.92,149.25,179100.25,1667.76,12.1
-99012.98,-18.3,-228.33,-322.04,"No",9.64,-1227.08,63.11,312379.9,1868.4,12.65
-100862.98,105.7,-231.33,-325.04,"No",9.64,-949.08,87.92,272554.74,1868.4,12.52
-83962.98,-22.3,-214.33,-302.04,"No",-50.36,465.92,36.71,734197.1,692.22,13.51
56037.02,-22.3,315.67,669.96,"No",9.64,-1392.08,1044.59,167134595.3,52.66,18.93
376037.02,0.7,1265.67,786.96,"Yes",-5.36,-572.08,271.54,130341493.55,16.67,18.69
-62962.98,-2.3,-134.33,-197.04,"No",9.64,2353.92,188.45,7726446,74.84,15.86
2037.02,-12.3,40.67,99.96,"No",9.64,-646.08,131.77,13968016.65,181.07,16.45
-101662.98,-7.3,-228.33,-316.04,"Yes",9.64,-830.08,230.81,530866,1851.67,13.18
-97962.98,18.7,-227.33,-319.04,"No",-15.36,-200.08,145.91,875481.6,1807.46,13.68
-88962.98,-22.3,-214.33,-297.04,"No",-60.36,127.92,404.03,6060468.4,1807.46,15.62
151037.02,-8.3,119.67,228.96,"No",-58.36,173.92,48.7,12418980.89,48.84,16.33
-102762.98,-3.3,-233.33,-328.04,"No",-60.36,492.92,20.32,24379.6,1451.62,10.1
496037.02,-2.3,1265.67,2119.96,"No",4.64,-1481.08,144.51,86704648.43,23.72,18.28
-96462.98,-26.3,-231.33,-322.04,"No",-24.36,-365.08,19.28,144607.4,1729.17,11.88
18037.02,105.7,415.67,994.96,"Yes",9.64,1397.92,553.35,67508780.37,183.79,18.03
68037.02,-2.3,285.67,266.96,"No",9.64,-1045.08,187.62,32271029.35,53.72,17.29
-89962.98,-22.3,-169.33,-198.04,"No",9.64,-334.08,512.96,7181507.2,1117.74,15.79
54037.02,-7.3,330.67,694.96,"No",9.64,299.92,135.28,21374915.68,50.32,16.88
-23962.98,-12.3,-184.33,-299.04,"No",9.64,-719.08,33.12,2649803.1,312.37,14.79
-13962.98,-12.3,15.67,-6.04,"No",9.64,-215.08,257.33,23159661.28,158.3,16.96
-88962.98,21.7,-204.33,-276.04,"No",9.64,1990.92,284.04,4260629.8,624.95,15.26
-61962.98,-7.3,-143.33,-184.04,"No",7.64,982.92,286.99,12053461,385.91,16.3
-100312.98,-7.3,-227.33,-322.04,"No",9.64,107.92,123.91,452273.5,1828.05,13.02
86037.02,105.7,365.67,169.96,"No",-30.36,-1338.08,367.81,69883542.93,50.32,18.06
-73962.98,-12.3,-184.33,-155.04,"No",9.64,2481.92,179.49,5384610,48.84,15.5
286037.02,-2.3,965.67,1670.96,"No",9.64,1908.92,163.74,63858671.1,48.84,17.97
-78962.98,-18.3,-184.33,-259.04,"No",9.64,-615.08,128.2,3204948.25,908.28,14.98
-101362.98,-22.3,-227.33,-322.04,"No",9.64,-405.08,113.69,295601.6,1667.76,12.6
-95762.98,-2.3,-226.33,-318.04,"No",-40.36,-1047.08,54.02,442976.1,1868.4,13
-27962.98,-2.3,-159.33,-238.04,"No",9.64,-925.08,156.66,11906000.4,126.27,16.29
-101762.98,-17.3,-227.33,-321.04,"No",4.64,-396.08,106.77,234901.8,1667.76,12.37
18037.02,-3.3,265.67,373.96,"No",9.64,27.92,250.12,30514820,148.3,17.23
22037.02,3.7,115.67,279.96,"No",9.64,119.92,258.74,32601153.2,64.48,17.3
211037.02,105.7,865.67,2509.96,"No",9.64,-733.08,85.82,27033388.75,52.15,17.11
-100662.98,-18.3,-233.33,-329.04,"No",-57.36,-1119.08,65.04,214624.2,1559.83,12.28
-83962.98,-22.3,-169.33,-307.04,"No",9.64,1402.92,118.87,2377311.65,657.71,14.68
4037.02,105.7,-59.33,-136.04,"No",-0.36,-17.08,327.71,35392965.65,148.3,17.38
-100162.98,-22.3,-226.33,-320.04,"No",-5.36,493.92,109.11,414603,1162.26,12.94
386037.02,-7.3,515.67,729.96,"No",-15.36,784.92,124.84,61170124.4,48.84,17.93
62037.02,-16.3,52.67,-82.04,"Yes",-0.36,-1631.08,235.51,39095100.96,77.39,17.48
82037.02,-12.3,103.67,44.96,"No",4.64,463.92,213.83,39771869.2,50.32,17.5
-102961.98,-14.3,-226.33,-326.04,"No",9.64,2453.92,163.5,163667.7,48.84,12.01
-32962.98,-22.3,-202.33,-297.04,"No",9.64,-314.08,184.85,13124206.2,9.29,16.39
-38962.98,105.7,-224.33,-317.04,"No",-5.36,-435.08,47.38,3079830.81,356.2,14.94
-102362.98,-18.3,-227.33,-326.04,"No",9.64,111.92,207.87,332598.87,1729.17,12.71
28037.02,-17.3,-9.33,-50.04,"No",-0.36,-441.08,197.64,26088364.58,53.72,17.08
-102862.98,-24.3,-232.33,-327.04,"No",9.64,862.92,517.79,569567.6,23.72,13.25
-69462.98,-12.3,-152.33,-228.04,"No",7.64,-836.08,142.9,4930016.7,1031.35,15.41
82037.02,17.7,-34.33,-128.04,"Yes",-18.36,282.92,86.64,16114812,161.87,16.6
196037.02,7.7,565.67,259.96,"No",-40.36,-732.08,282.29,84687451.45,52.15,18.25
-101812.98,-17.3,-229.33,-320.04,"No",9.64,174.92,130.18,279888,1868.4,12.54
-97662.98,-2.3,-229.33,-321.04,"Yes",9.64,1923.92,297.95,1877111.6,1162.26,14.45
-97962.98,-22.3,-232.33,-317.04,"No",9.64,-35.08,92.72,556343.2,1849.18,13.23
-99962.98,-17.3,-228.33,-314.04,"No",9.64,-600.08,189.11,756425.95,1879.46,13.54
596037.02,105.7,1265.67,3839.96,"No",9.64,273.92,446.73,312711398.74,2.19,19.56
-99962.98,-13.3,-228.33,-322.04,"Yes",9.64,-228.08,217.96,871826.9,1807.46,13.68
-96962.98,17.7,-219.33,-303.04,"No",9.64,2468.92,386.65,2706560.85,624.95,14.81
596037.02,2.7,965.67,894.96,"No",4.64,-280.08,211.14,147800229.5,25.32,18.81
-85462.98,-2.3,-209.33,-238.04,"No",-24.36,-745.08,65.96,1220321.55,1145.08,14.01
-13962.98,-7.3,-194.33,-269.04,"No",-10.36,-475.08,70.86,6377847.35,190.59,15.67
106037.02,-2.3,115.67,-55.04,"No",9.64,-646.08,159.49,33493455,9.09,17.33
-3961.98,-8.3,-174.33,-260.04,"No",-0.36,2478.92,140.01,14001125.6,50.32,16.45
301037.02,25.7,190.67,494.96,"No",9.64,-520.08,169.85,68787646.37,52.15,18.05
-100962.98,-22.3,-230.33,-322.04,"No",9.64,1995.92,49.63,148892.8,1879.46,11.91
-102562.98,-14.3,-229.33,-325.04,"No",9.64,363.92,82.7,115780,1667.76,11.66
-100662.98,7.7,-229.33,-324.04,"Yes",9.64,2132.92,320.36,1057201.6,1879.46,13.87
121037.02,2.7,165.67,490.96,"No",-0.36,3021.92,128.59,28932683.7,55.97,17.18
-102362.98,-2.3,-232.33,-323.04,"No",-40.36,-1289.08,52.72,84351.54,1461.86,11.34
186037.02,-2.3,115.67,174.96,"No",-5.36,75.92,240.06,69616650.45,48.84,18.06
-25962.98,-17.3,-106.33,-125.04,"No",-5.36,-472.08,103.79,8095777.9,19.69,15.91
-43962.98,-22.3,-149.33,-229.04,"No",9.64,-182.08,27.31,1638719.6,1117.74,14.31
-102912.98,-22.3,-232.33,-327.04,"No",-40.36,-233.08,175.33,184091.6,1868.4,12.12
-45962.98,105.7,-114.33,-190.04,"No",9.64,-247.08,155.6,9025059.6,665.41,16.02
-30962.98,9.7,165.67,-105.04,"No",4.64,1721.92,143.09,10445542.8,48.84,16.16
-94662.98,-22.3,-204.33,-294.04,"No",-20.36,249.92,75.28,700106.4,1031.35,13.46
56037.02,-12.3,65.67,-1.04,"No",-5.36,94.92,99.89,15981693.31,139.17,16.59
-99062.98,35.7,-219.33,-320.04,"No",9.64,-554.08,92.91,455253.05,1145.08,13.03
-101962.98,-22.3,-230.33,-327.04,"No",-40.36,386.92,81.93,163859.5,1069.33,12.01
16037.02,-22.3,-64.33,54.96,"No",9.64,-656.08,137.81,16536908.85,53.72,16.62
-102462.98,-22.3,-232.33,-328.04,"No",-10.36,-50.08,64.91,97370,1807.46,11.49
-93962.98,-1.3,-212.33,-315.04,"No",9.64,789.92,164.39,1643878.6,1879.46,14.31
-56962.98,-2.3,-34.33,-105.04,"No",9.64,-849.08,85.67,4026394.4,249.44,15.21
-76462.98,-12.3,-184.33,-266.04,"Yes",9.64,1424.92,196.34,5399284.8,653.84,15.5
36037.02,-2.3,65.67,1.96,"No",-5.36,-631.08,160.14,22419743.85,64.02,16.93
-1962.98,-12.3,65.67,24.96,"No",9.64,-715.08,172.3,17575102.68,148.3,16.68
-87962.98,105.7,-210.33,-291.04,"No",9.64,-418.08,89.69,1434967.1,1155.43,14.18
496037.02,4.7,565.67,1019.96,"No",-7.36,145.92,141.98,85189623.45,23.72,18.26
-99462.98,7.7,-221.33,-307.04,"No",9.64,536.92,138.5,623228.9,1868.4,13.34
-99462.98,35.7,-228.33,-324.04,"No",9.64,371.92,219.91,989609.6,23.72,13.81
-98362.98,-6.3,-218.33,-306.04,"No",9.64,-1131.08,24.92,139577.2,1851.67,11.85
-97962.98,-22.3,-212.33,-306.04,"No",9.64,-242.08,149.73,898402.4,1831.78,13.71
-59462.98,-2.3,-199.33,-229.04,"No",9.64,-1144.08,234.23,10423377.6,445.92,16.16
-38962.98,-2.3,-134.33,-10.04,"No",1.64,-832.08,252.06,16384195.52,52.15,16.61
-98962.98,-17.3,-225.33,-316.04,"No",-0.36,-17.08,88.51,442531.6,1807.46,13
-98762.98,-17.3,-229.33,-326.04,"No",-60.36,-949.08,39.02,202895.35,1879.46,12.22
-97662.98,-12.3,-228.33,-325.04,"No",-50.36,-603.08,41.56,261847.25,789.94,12.48
-99162.98,-17.3,-221.33,-315.04,"Yes",-20.36,-201.08,101.81,488684.35,1484.52,13.1
-98962.98,-6.3,-222.33,-320.04,"Yes",9.64,-1153.08,297.71,1488532.15,1667.76,14.21
-100962.98,-6.3,-221.33,-323.04,"No",9.64,1281.92,204.32,612962,23.72,13.33
-93961.98,-2.3,-214.33,-301.04,"No",-15.36,-449.08,188.3,1883174.65,52.15,14.45
261037.02,-16.3,115.67,94.96,"No",9.64,2574.92,245.14,89475420.67,63.07,18.31
-98062.98,-12.3,-227.33,-315.04,"No",9.64,-459.08,238.51,1407208.6,281.11,14.16
84037.02,105.7,415.67,409.96,"No",9.64,-379.08,231.1,43446399.6,53.72,17.59
56037.02,-17.3,-59.33,-44.04,"No",-5.36,-1118.08,96.35,15416195.9,125.65,16.55
-81962.98,-2.3,-168.33,-250.04,"No",9.64,-1273.08,119.45,2628010,751.73,14.78
216037.02,-7.3,515.67,521.96,"No",9.64,-313.08,180.48,57755012.14,23.72,17.87
-86962.98,2.7,-194.33,-269.04,"No",9.64,-51.08,173.11,2942902.9,657.71,14.89
-96962.98,-22.3,-227.33,-329.04,"No",-50.36,1859.92,92.77,649376,1162.26,13.38
-94962.98,-22.3,-220.33,-311.04,"No",-38.36,-1279.08,69.82,628348.88,1461.86,13.35
-23962.98,105.7,-139.33,-230.04,"No",9.64,-211.08,177.07,14165546.97,61.09,16.47
-60962.98,-12.3,-34.33,-123.04,"No",-40.36,-560.08,254.12,10927151.9,281.11,16.21
48037.02,-7.3,206.67,362.96,"No",9.64,1532.92,105.57,16046364.88,50.32,16.59
-100362.98,-22.3,-219.33,-311.04,"No",-60.36,-926.08,79.34,285625.2,1667.76,12.56
-14962.98,-6.3,-34.33,-148.04,"No",9.64,-330.08,205.38,18278897.7,48.84,16.72
4037.02,-6.3,165.67,20.96,"No",9.64,-334.08,200.4,21642744.9,181.07,16.89
-86962.98,-12.3,-226.33,-320.04,"No",-40.36,-288.08,38.73,658447.65,1807.46,13.4
-97962.98,-22.3,-215.33,-311.04,"No",4.64,-985.08,106.03,636177.15,1868.4,13.36
-102162.98,-17.3,-231.33,-325.04,"No",-15.36,-660.08,140.62,253119.3,1484.52,12.44
-102112.98,-22.3,-233.33,-329.04,"No",9.64,-208.08,91.62,169489.6,1667.76,12.04
-102412.98,-12.3,-228.33,-323.04,"No",9.64,-160.08,244.92,379622.95,941.82,12.85
156037.02,-22.3,85.67,143.96,"No",-24.36,-729.08,192.79,50125504.1,52.15,17.73
37.02,-12.3,-9.33,-40.04,"No",4.64,1149.92,181.98,18926187.97,50.32,16.76
-91962.98,-22.3,-215.33,-317.04,"No",-24.36,-751.08,63.5,761974.15,1130.47,13.54
-83962.98,-22.3,-212.33,-232.04,"No",9.64,2632.92,124.05,2480954,657.71,14.72
-93962.98,-22.3,-229.33,-308.04,"No",-40.36,1276.92,268.89,2688885.85,281.11,14.8
-102362.98,-17.3,-231.33,-329.04,"No",-24.36,-663.08,105.21,168328.65,1879.46,12.03
-101162.98,-22.3,-222.33,-326.04,"No",9.64,-843.08,110.04,308115.5,1851.67,12.64
316037.02,-8.3,665.67,689.96,"No",9.64,-7.08,195.27,82012432.22,23.72,18.22
-97962.98,-17.3,-226.33,-318.04,"No",-40.36,-44.08,135.01,810042.8,1130.47,13.6
-3962.98,-12.3,115.67,44.96,"No",9.64,2899.92,191.16,19116381.2,48.84,16.77
-42962.98,2.7,-34.33,-30.04,"No",-0.36,2102.92,182.37,11124736,281.11,16.22
-60962.98,-7.3,-86.33,-173.04,"No",-45.36,-1589.08,132.24,5686425.15,249.44,15.55
-69962.98,9.7,-134.33,-309.04,"No",9.64,-772.08,339.22,11533589.9,52.15,16.26
-93212.98,27.7,-184.33,-257.04,"No",9.64,294.92,321.04,3451182,1130.47,15.05
-102562.98,-12.3,-231.33,-326.04,"Yes",9.64,-319.08,209.91,293878.9,1791.31,12.59
-102862.98,13.7,-231.33,-324.04,"No",9.64,1162.92,282.58,310836.4,1791.31,12.65
-71462.98,-22.3,-181.33,-272.04,"No",9.64,-1045.08,119.43,3881468.15,499.12,15.17
-102762.98,-17.3,-229.33,-326.04,"No",9.64,-228.08,177.94,213522.4,1390.87,12.27
-30962.98,7.7,-149.33,-205.04,"No",9.64,-590.08,147.07,10736345.2,276.95,16.19
-55962.98,-12.3,-79.33,-127.04,"No",9.64,113.92,115.17,5528280.8,632.52,15.53
-92712.98,-22.3,-184.33,-257.04,"No",9.64,1330.92,192.9,2170177.8,904.02,14.59
-102862.98,-22.3,-229.33,-322.04,"No",9.64,129.92,106.99,117692.4,1807.46,11.68
-13962.98,-22.3,-59.33,-156.04,"No",9.64,-615.08,243.15,21883391.15,647.99,16.9
-63962.98,5.7,-159.33,-222.04,"No",9.64,-182.08,197.08,7883106,579.25,15.88
-29962.98,-9.3,-14.33,-192.04,"No",9.64,-1027.08,273.55,20242871.95,55.97,16.82
-41962.98,-2.3,15.67,-75.04,"No",9.64,-754.08,80.27,4977005.95,158.3,15.42
-97062.98,-2.3,-214.33,-313.04,"No",9.64,-31.08,201.27,1388780.4,143.95,14.14
12037.02,105.7,65.67,184.96,"No",9.64,1733.92,132.23,15339240,17.71,16.55
-100462.98,-12.3,-226.33,-319.04,"No",9.64,456.92,158.3,554043,1791.31,13.22
-33962.98,-17.3,-154.33,-226.04,"No",-10.36,582.92,176.91,12383940.8,653.84,16.33
-7962.98,-2.3,-34.33,-61.04,"No",-5.36,-705.08,172.48,16557977.21,276.95,16.62
-102062.98,7.7,-227.33,-322.04,"No",9.64,2356.92,564.65,1072827.7,1879.46,13.89
201037.02,-2.3,715.67,749.96,"No",9.64,-472.08,307.99,93936302.76,52.15,18.36
-97062.98,-22.3,-222.33,-306.04,"No",9.64,520.92,116.42,803313,519.5,13.6
-99712.98,-22.3,-222.33,-318.04,"No",-15.36,214.92,74.98,318670.8,1868.4,12.67
-101212.98,-2.3,-224.33,-310.04,"No",9.64,2644.92,205.99,566470.8,1162.26,13.25
-100912.98,-18.3,-225.33,-321.04,"No",9.64,-166.08,126.08,384556.2,336.4,12.86
-38962.98,63.7,-222.33,-316.04,"No",9.64,-763.08,80.11,5207399.4,73.7,15.47
34037.02,12.7,365.67,587.96,"No",9.64,-1509.08,211.18,29142781.15,163.09,17.19
-99812.98,-22.3,-226.33,-320.04,"No",9.64,318.92,75.2,312090.1,751.73,12.65
46037.02,-12.3,665.67,183.96,"No",9.64,-994.08,113.28,16992032.4,53.72,16.65
696037.02,-7.3,1339.67,1714.96,"No",-20.36,-94.08,127.52,102018143.15,10.86,18.44
-101562.98,-22.3,-226.33,-312.04,"No",9.64,54.92,50.02,120050,1807.46,11.7
596037.02,12.7,1865.67,2092.96,"No",3.64,-404.08,253.21,177247044.38,62.14,18.99
-101462.98,-14.3,-228.33,-319.04,"Yes",9.64,-1181.08,273.9,684742.8,1851.67,13.44
-100762.98,-22.3,-232.33,-328.04,"No",9.64,369.92,55.97,179102.7,1868.4,12.1
-63462.98,-2.3,-109.33,-173.04,"No",9.64,-927.08,123.28,4992970.5,177.34,15.42
-101962.98,-12.3,-225.33,-317.04,"Yes",9.64,-327.08,28.15,56308,1655.24,10.94
-100362.98,-17.3,-230.33,-325.04,"No",9.64,-126.08,47.65,171551.45,1387.08,12.05
496037.02,9.7,1865.67,2203.96,"No",9.64,-700.08,286.76,172055083.43,25.32,18.96
-100562.98,-2.3,-231.33,-324.04,"No",9.64,2136.92,65.84,223840.4,1834.97,12.32
-102712.98,-12.3,-229.33,-325.04,"No",9.64,949.92,137.75,172183.2,1461.86,12.06
-101762.98,22.7,-231.33,-327.04,"No",-65.36,1197.92,252.73,556010,1807.46,13.23
-100462.98,-22.3,-229.33,-321.04,"No",-65.36,-811.08,142.41,498425.2,148.06,13.12
-98762.98,7.7,-229.33,-319.04,"No",9.64,-27.08,118.97,618651.6,961.78,13.34
-101362.98,-22.3,-233.33,-323.04,"No",9.64,2903.92,73.11,190089.2,2140.91,12.16
-44962.98,12.7,-84.33,-223.04,"No",-40.36,-240.08,94.2,5557515.25,52.15,15.53
-99712.98,-17.3,-232.33,-324.04,"No",-0.36,-958.08,39.39,167398,1559.83,12.03
-53962.98,-12.3,-114.33,-209.04,"No",-0.36,228.92,128.31,6415466.75,48.84,15.67
-98962.98,-2.3,-223.33,-317.04,"No",9.64,162.92,153.49,767440.8,1069.33,13.55
-100012.98,-22.3,-224.33,-322.04,"No",9.64,104.92,69.42,274218,920.12,12.52
-100462.98,-12.3,-225.33,-318.04,"No",9.64,1267.92,165.02,577581.2,1451.62,13.27
-63962.98,-17.3,-34.33,-185.04,"No",-10.36,-337.08,232.9,9315819.1,1655.24,16.05
311037.02,-12.3,-14.33,-130.04,"No",9.64,-442.08,196.14,81398139.86,25.32,18.21
-15962.98,2.7,-84.33,-90.04,"No",9.64,1187.92,207.81,18287168.55,48.84,16.72
146037.02,-0.3,265.67,407.96,"No",-20.36,2104.92,210.89,52721742.56,48.84,17.78
341037.02,3.7,65.67,189.96,"No",-30.36,2685.92,77.09,34304361.3,48.84,17.35
-96462.98,-22.3,-215.33,-313.04,"No",9.64,1352.92,153.6,1151984.4,1276.54,13.96
-98962.98,-22.3,-232.33,-326.04,"No",-57.36,-162.08,56.17,280857.5,1807.46,12.55
101037.02,22.7,190.67,134.96,"No",9.64,-944.08,137.32,28150522.4,52.15,17.15
-99362.98,-18.3,-224.33,-315.04,"No",-29.36,-915.08,66.13,304208.45,1851.67,12.63
-51962.98,27.7,-134.33,-247.04,"No",9.64,308.92,393.4,20456995.3,177.34,16.83
-18962.98,105.7,-84.33,44.96,"No",9.64,-239.08,24.9,2116873.85,365.06,14.57
-78962.98,-12.3,-209.33,-278.04,"No",-30.36,-1087.08,148.43,3710789.25,48.84,15.13
396038.02,-2.3,365.67,483.96,"No",-0.36,2972.92,183.18,91590801.24,55.97,18.33
-102462.98,-17.3,-230.33,-321.04,"No",-15.36,-1420.08,112.9,169349.95,1667.76,12.04
496037.02,105.7,1265.67,1849.96,"Yes",4.64,-398.08,400.63,240377126.51,62.14,19.3
-98562.98,-7.3,-216.33,-304.04,"Yes",9.64,-281.08,236.41,1276591.4,1274.26,14.06
-87712.98,-2.3,-215.33,-325.04,"No",9.64,-235.08,51.65,839291.6,1828.05,13.64
-86962.98,-17.3,-164.33,-246.04,"Yes",9.64,-432.08,159.59,2712976.35,918.03,14.81
396038.02,105.7,65.67,274.96,"No",9.64,-135.08,128.39,64195808.89,23.72,17.98
-102462.98,-12.3,-231.33,-324.04,"No",9.64,-881.08,99.34,149004.45,1484.52,11.91
396038.02,105.7,965.67,1169.96,"Yes",-0.36,-493.08,85.86,42928373.92,25.32,17.58
