PBAPLUS,MFBTU,FINALWT,ONEACT,ACT1,ACT2,ACT3,ACT1PCT,ACT2PCT,ACT3PCT,PRAMTC,PRUNIT,CWUSED,WOUSED,COUSED,SOUSED,SQFT,NFLOOR,NELVTR,NESLTR,EDSEAT,COURT,MONUSE,OPNWE,WKHRS,NWKER,COOK,HEATP,COOLP,SNACK,FASTFD,CAF,FDPREP,KITCHN,BREAKRM,OTFDRM,LABEQP,POOL,HTPOOL,RFGRES,RFGCOMPN,RFGWIN,RFGOPN,RFGCLN,RFGVNN,RFGICN,PCTERMN,LAPTPN,PRNTRN,SERVERN,TRNGRM,STDNRM,WBOARDS,TVVIDEON,RGSTRN,COPIERN,HDD65,CDD65,EUI
28,6834607,160.42583102,1,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,138000,1,NA,NA,800,NA,12,2,50,86,1,100,35,1,2,1,1,1,1,2,1,2,NA,1,10,2,NA,1,3,NA,290,5,40,3,2,1,1,2,1,3,7120,390,49.5
29,10843279,239.38538189,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,200000,2,NA,NA,1750,NA,12,2,50,50,1,100,100,1,2,1,1,2,2,2,2,2,NA,1,NA,1,NA,NA,3,2,414,6,4,0,1,2,2,NA,3,NA,2202,2151,54.2
28,8022162,179.59592524,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,126000,1,NA,NA,700,NA,12,1,100,85,1,90,90,1,2,1,2,2,2,2,2,2,NA,1,20,2,NA,6,3,2,250,60,45,3,1,1,1,NA,NA,6,4060,1420,63.7
28,6053449,139.16995492,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,80000,5,NA,NA,300,NA,8,2,55,64,1,100,10,2,2,1,2,2,2,2,2,2,NA,2,NA,NA,NA,5,2,NA,65,2,3,1,2,1,1,6,NA,3,4216,1135,75.7
28,1931331,360.21806967,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,37500,2,NA,NA,300,NA,12,1,50,23,1,100,90,2,2,1,2,2,1,2,2,2,NA,1,NA,NA,NA,1,NA,1,22,15,4,2,1,2,1,3,NA,2,4440,1774,51.5
28,7009345,242.08690218,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,138000,1,NA,NA,700,NA,12,2,60,121,1,100,100,2,2,1,1,2,1,2,2,2,NA,1,10,2,1,2,3,1,209,436,20,1,1,1,1,25,2,10,3502,1572,50.8
28,2001448,239.38538189,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,38500,1,NA,NA,450,NA,12,1,90,65,2,85,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,3,NA,NA,NA,1,NA,50,150,25,1,2,2,1,1,NA,2,6923,839,52
28,5139260,171.86695171,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,82000,1,NA,NA,900,NA,12,1,70,79,1,95,100,2,2,1,1,2,2,2,2,2,NA,2,NA,2,NA,NA,2,1,32,10,3,1,1,2,1,11,1,6,564,4030,62.7
29,20725675,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,260000,3,2,NA,1500,NA,10,1,60,132,1,100,100,1,2,1,1,2,1,2,1,1,1,2,NA,2,NA,4,6,NA,1000,200,75,2,2,1,1,200,6,10,3584,2106,79.7
28,2845417,207.13166685,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,55000,3,1,NA,600,NA,12,2,40,40,2,100,80,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,200,150,10,3,2,1,1,3,1,4,3273,2114,51.7
28,2405819,239.38538189,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,215000,1,NA,NA,1000,NA,12,2,50,100,1,85,80,2,2,1,1,2,1,2,2,2,NA,1,6,3,NA,4,13,2,250,600,25,10,1,1,1,50,5,8,4946,1230,11.2
28,4886186,139.16995492,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,65000,2,1,NA,400,NA,12,2,50,30,1,100,25,1,2,1,2,2,2,2,2,2,NA,1,NA,NA,NA,NA,3,NA,100,10,5,1,2,1,1,5,1,NA,5163,1023,75.2
29,29637659,160.42583102,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,405000,3,2,NA,2250,NA,12,1,104,150,1,100,90,1,2,1,1,1,1,2,2,1,1,1,5,2,2,16,6,NA,300,150,30,35,2,1,1,10,6,4,5828,1163,73.2
28,3904799,207.13166685,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,60000,1,NA,NA,800,NA,12,2,80,40,1,100,100,2,2,2,1,1,2,2,2,2,NA,2,NA,2,NA,1,2,1,10,200,10,3,1,2,1,3,NA,4,5555,1145,65.1
29,10233558,16.829059837,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,120000,2,1,NA,1000,NA,9,2,65,45,1,100,10,1,2,1,1,2,1,2,2,2,NA,1,NA,1,NA,NA,2,1,60,0,20,2,2,1,2,45,2,3,5224,1129,85.3
28,871360,751.72654486,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,26000,2,NA,NA,250,NA,12,2,55,22,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,35,8,4,2,1,2,2,2,NA,NA,3420,2094,33.5
28,10523644,139.16995492,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,180000,4,1,NA,800,NA,12,2,30,80,1,86,2,2,2,1,2,2,2,2,2,2,NA,1,5,1,NA,NA,2,1,153,2,12,1,2,1,1,10,2,4,5925,647,58.5
28,2711226,209.09996186,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,81000,1,NA,NA,450,NA,10,2,40,40,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,NA,2,NA,145,50,6,0,2,1,1,4,NA,2,3055,1467,33.5
28,1993689,242.08690218,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,62000,1,NA,NA,450,NA,11,2,40,43,1,100,NA,2,2,2,1,2,2,2,2,2,NA,1,10,2,NA,2,2,1,65,93,3,1,1,1,2,6,NA,3,7718,468,32.2
28,8193344,207.13166685,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,65000,2,1,NA,400,NA,12,2,60,43,1,100,100,2,2,1,1,2,2,2,2,2,NA,1,1,2,2,NA,7,1,250,33,27,2,2,1,1,10,NA,4,4071,1803,126.1
29,899115,484.85166373,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,16750,1,NA,NA,90,NA,9,2,40,3,2,100,70,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,0,2,0,NA,NA,2,3,NA,NA,2454,2701,53.7
28,3045174,133.33774762,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,45500,1,NA,NA,250,NA,12,2,40,25,1,100,100,2,2,1,2,2,2,2,2,2,NA,2,NA,NA,3,NA,1,1,200,2,2,4,2,2,1,NA,NA,NA,2835,2101,66.9
28,902589,653.05875273,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,36500,2,NA,NA,225,NA,12,2,70,14,1,100,40,2,2,2,2,1,1,2,2,2,NA,1,NA,NA,NA,1,NA,NA,50,3,6,1,2,1,1,NA,NA,1,5907,1091,24.7
28,3144203,360.21806967,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,38500,1,NA,NA,200,NA,12,2,50,38,1,100,15,2,2,1,2,1,1,2,2,2,NA,2,NA,NA,NA,4,2,NA,75,10,12,1,2,1,1,25,1,3,2870,2389,81.7
28,9541185,239.38538189,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,69000,1,NA,NA,900,NA,10,2,80,70,1,100,33,2,2,2,1,2,2,2,2,2,NA,1,NA,1,NA,NA,2,NA,140,85,20,1,2,2,1,1,2,5,5579,921,138.3
28,1833129,313.28621931,1,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,47000,3,1,NA,250,NA,12,1,75,32,1,100,NA,2,2,1,2,2,1,2,2,2,NA,1,NA,1,NA,NA,NA,NA,4,200,8,2,2,2,1,2,NA,2,5287,454,39
28,3804215,239.38538189,1,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,74000,2,1,NA,450,NA,11,2,60,45,1,100,80,2,2,1,2,1,1,2,2,2,NA,1,NA,1,NA,NA,1,NA,85,6,10,2,1,1,1,13,NA,4,7538,756,51.4
28,3745165,242.08690218,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,73000,1,NA,NA,600,NA,12,1,35,75,1,100,100,2,2,1,2,2,2,2,2,2,NA,1,2,1,NA,NA,1,1,131,230,51,1,2,2,1,42,1,6,4546,1130,51.3
28,14467211,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,225000,2,1,NA,1250,NA,12,2,50,60,1,100,75,1,2,2,1,1,1,2,2,1,1,1,12,4,2,4,2,1,120,100,4,3,1,1,1,20,2,NA,7283,611,64.3
28,15432306,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,240000,2,1,NA,2500,NA,10,2,45,168,1,100,100,2,2,1,1,2,1,2,2,2,NA,2,NA,2,NA,10,4,NA,200,50,3,1,2,1,1,6,NA,3,5610,1279,64.3
28,1696748,360.21806967,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,31500,1,NA,NA,350,NA,9,2,45,51,1,100,5,2,2,2,2,1,2,2,2,2,NA,2,NA,NA,NA,1,NA,NA,112,66,21,2,2,1,1,23,1,2,6834,544,53.9
28,812208,138.56608864,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,26000,1,NA,NA,400,NA,11,1,48,32,1,90,90,1,2,2,1,2,1,2,1,2,NA,1,4,1,4,NA,NA,1,51,16,18,0,1,1,1,2,NA,2,3251,161,31.2
29,12582725,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,215000,2,1,NA,1500,NA,10,1,40,150,1,100,70,2,2,1,1,2,1,2,2,1,1,2,12,2,NA,6,4,1,400,180,49,4,2,1,1,25,3,2,5013,1387,58.5
29,1538370,356.19828827,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,67000,1,NA,NA,600,NA,12,2,85,40,2,100,100,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,1,NA,NA,NA,NA,NA,100,40,30,1,2,1,2,30,NA,2,5955,814,23
28,813080,316.26326145,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,20000,1,NA,NA,300,NA,12,2,50,15,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,25,11,2,0,2,2,1,11,NA,1,1364,1347,40.7
29,33648486,139.16995492,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,330000,4,3,NA,1750,NA,12,1,86,225,1,100,95,1,2,1,1,2,1,1,1,1,1,1,5,2,1,5,7,5,275,104,125,20,1,1,1,10,4,8,6835,952,102
28,7070920,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,200000,5,1,NA,2250,NA,10,2,45,200,1,100,75,2,2,1,2,1,2,2,1,2,NA,1,6,1,4,5,6,NA,200,75,3,2,1,2,1,3,NA,3,3945,1515,35.4
28,4617877,139.16995492,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,80000,2,1,NA,800,NA,9,1,70,50,1,100,80,2,2,1,2,1,1,2,2,2,NA,1,5,NA,3,NA,1,2,126,25,32,0,1,1,1,25,3,5,5626,658,57.7
28,1133756,503.86330813,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,24250,1,NA,NA,150,NA,9,2,40,35,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,2,2,2,NA,NA,NA,983,3516,46.8
29,5235000,362.06989684,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,100000,1,NA,NA,800,NA,12,2,50,35,1,100,100,1,2,1,1,2,1,2,2,2,NA,1,NA,2,NA,NA,NA,1,185,5,3,0,1,2,1,NA,2,1,2755,1768,52.4
28,3654537,242.08690218,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,77000,1,NA,NA,700,NA,12,1,60,82,1,100,100,2,2,1,2,2,1,2,2,2,NA,1,NA,2,NA,2,1,1,50,10,50,2,1,1,1,10,1,2,4015,1545,47.5
28,2004989,139.16995492,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,34000,1,NA,NA,400,NA,12,2,60,50,1,100,100,2,2,1,2,2,1,2,2,2,NA,1,12,NA,NA,NA,NA,NA,65,150,20,1,1,1,1,NA,1,2,5056,1017,59
29,9898844,403.26234933,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,52000,1,NA,NA,350,NA,10,2,44,40,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,NA,2,NA,6,1,15,3,2,2,1,12,NA,2,4112,978,190.4
29,25384681,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,180000,7,4,NA,1500,NA,12,2,50,80,1,100,20,2,2,1,2,1,2,2,2,2,NA,1,NA,3,NA,NA,5,2,300,150,20,0,2,2,1,NA,NA,10,3621,1740,141
29,15671097,179.59592524,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,198000,3,1,NA,2250,NA,12,1,55,125,1,100,100,1,2,1,1,1,1,2,1,2,NA,1,2,2,NA,NA,7,2,75,80,0,1,1,1,1,85,6,6,6227,966,79.1
28,8947019,94.697333741,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,275000,2,1,NA,900,NA,12,2,70,112,1,100,10,1,2,1,1,2,1,2,1,2,NA,1,4,3,NA,2,3,1,250,200,84,15,1,1,1,30,5,10,5731,699,32.5
29,2897728,139.16995492,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,198000,2,1,NA,2500,NA,12,1,96,150,1,100,100,2,2,1,2,2,2,2,2,2,NA,1,4,2,5,3,7,1,174,151,57,1,2,2,2,30,2,7,1166,1167,14.6
28,1836989,209.09996186,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,73000,1,NA,NA,700,NA,10,2,45,53,1,100,94,2,2,1,1,2,1,2,2,2,NA,1,NA,2,2,4,2,2,56,117,8,7,1,1,1,3,3,3,2942,2023,25.2
28,902868,360.21806967,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,33000,1,NA,NA,250,NA,10,2,50,23,2,85,70,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,1,NA,NA,6,5,4,0,2,2,1,1,NA,1,4571,1745,27.4
29,15499859,207.13166685,1,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,240000,2,2,NA,2000,NA,12,1,85,140,1,100,80,1,2,1,1,1,1,2,1,2,NA,1,20,2,NA,4,10,4,350,300,120,1,1,1,1,70,4,4,5206,1148,64.6
28,6185250,139.16995492,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,80000,4,NA,NA,600,NA,12,1,65,90,1,100,15,2,2,1,2,1,2,2,2,2,NA,1,6,NA,NA,10,1,NA,40,30,10,1,2,1,1,NA,NA,3,4192,1145,77.3
28,6698785,133.33774762,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,95000,2,NA,NA,400,NA,12,1,50,35,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,20,NA,NA,NA,NA,2,300,40,5,5,1,2,1,12,1,4,4855,1595,70.5
28,6127335,532.96366558,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,63000,1,NA,NA,500,NA,12,2,60,30,1,100,100,2,2,1,2,1,2,2,2,2,NA,1,12,2,NA,NA,NA,1,88,50,24,2,2,1,1,20,1,3,3200,1389,97.3
28,5084922,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,114000,4,NA,NA,1000,NA,10,2,40,100,1,100,99,2,2,2,1,2,2,2,2,2,NA,2,NA,NA,NA,14,NA,NA,52,24,52,1,2,2,1,NA,NA,7,4356,1415,44.6
28,3098855,356.19828827,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,48000,3,NA,NA,600,NA,12,2,40,40,2,100,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,NA,1,NA,6,20,13,0,2,1,1,NA,NA,1,6379,887,64.6
28,4718277,356.19828827,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,71000,2,1,NA,450,NA,12,2,50,45,1,100,100,2,2,1,2,1,1,2,2,2,NA,2,NA,NA,NA,5,2,NA,55,15,15,1,2,1,1,25,1,3,2956,2038,66.5
28,4206010,239.38538189,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,68000,3,NA,NA,700,NA,12,2,40,85,2,100,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,20,NA,NA,NA,1,NA,6,90,0,5,1,1,1,3,NA,4,6018,707,61.9
28,28013392,139.16995492,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,380000,3,2,NA,1750,NA,12,1,80,235,1,90,40,2,2,1,1,2,2,2,2,2,NA,1,25,2,NA,NA,4,NA,200,50,200,6,1,1,1,20,4,12,4466,1013,73.7
29,10457090,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,255000,3,1,NA,2250,NA,12,2,40,100,1,100,90,2,2,1,1,2,1,2,2,2,NA,2,NA,1,6,6,3,1,20,200,20,1,2,1,1,NA,10,3,3438,1632,41
29,46878698,15.945623796,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,500000,3,2,NA,1250,NA,12,1,75,135,1,90,30,1,2,1,1,1,1,2,2,1,1,1,25,4,3,5,4,2,100,50,3,15,1,1,1,15,3,3,5082,927,93.8
28,2246814,239.38538189,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,42500,2,1,NA,500,NA,12,2,45,26,1,100,25,2,2,1,1,2,1,2,2,2,NA,2,NA,2,NA,4,NA,NA,85,40,10,0,2,1,1,5,1,3,5466,964,52.9
29,12849047,138.56608864,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,184000,1,NA,NA,1500,NA,12,2,40,120,1,100,100,2,2,1,1,2,1,2,2,2,NA,1,30,2,NA,NA,4,1,300,200,150,3,1,1,1,75,4,3,2301,2639,69.8
28,3675498,20.205734119,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,136000,1,NA,NA,700,NA,12,2,35,54,1,100,100,2,2,1,1,2,1,2,2,2,NA,1,NA,4,1,NA,NA,1,122,37,5,10,1,1,1,35,2,4,2369,1697,27
29,16003081,15.945623796,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,265000,3,1,NA,2000,NA,12,2,47,193,1,100,85,1,2,1,1,1,2,2,2,2,NA,1,12,4,4,3,15,3,450,40,190,3,1,1,1,70,4,10,3496,1393,60.4
28,8407237,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,152000,1,NA,NA,1250,NA,12,2,50,84,1,100,90,2,2,1,1,2,1,2,2,2,NA,1,24,2,4,3,2,NA,81,309,51,4,1,1,2,42,2,5,6469,770,55.3
28,9253896,143.94634909,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,138000,2,1,NA,1000,NA,12,1,95,150,1,100,100,1,2,1,1,2,2,2,1,2,NA,1,NA,1,NA,2,3,1,100,10,25,6,1,1,1,5,NA,7,3789,1620,67.1
28,2935831,366.15594072,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,78000,1,NA,NA,800,NA,12,2,50,81,1,100,100,2,2,1,1,2,1,2,2,2,NA,1,1,2,NA,NA,2,1,52,50,13,2,1,1,1,NA,2,1,2457,1722,37.6
28,3742002,209.09996186,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,106000,1,NA,NA,900,NA,9,2,45,35,1,100,100,1,2,1,1,2,1,2,2,2,NA,2,NA,2,NA,NA,4,2,167,126,129,2,1,1,1,71,3,NA,803,3676,35.3
29,12701395,171.86695171,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,305000,6,2,NA,1500,NA,12,1,35,130,1,100,100,2,2,1,1,1,1,2,1,2,NA,1,NA,2,NA,2,6,2,500,60,50,20,1,1,2,12,NA,9,712,3700,41.6
28,1566816,503.86330813,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,24250,1,NA,NA,200,NA,12,2,35,37,1,100,100,2,2,1,2,2,1,2,2,2,NA,1,NA,NA,NA,3,1,NA,50,20,20,0,2,1,1,NA,1,2,2478,2568,64.6
28,3142225,160.42583102,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,104000,1,NA,NA,700,NA,9,2,45,80,1,100,98,2,2,1,2,2,1,2,2,2,NA,1,NA,2,NA,4,1,1,100,20,75,2,1,1,1,65,4,5,1959,2070,30.2
28,1708300,751.72654486,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,47500,3,NA,NA,450,NA,12,2,62,65,1,50,50,1,2,2,1,2,1,2,2,2,NA,1,1,2,NA,NA,NA,NA,183,12,20,1,2,1,1,2,NA,5,1080,1365,36
28,1378512,385.90781293,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,18000,3,1,NA,200,NA,12,1,66,30,2,75,75,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,NA,1,NA,7,200,16,6,2,1,1,3,NA,4,767,3840,76.6
28,4299954,360.21806967,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,88000,1,NA,NA,800,NA,12,2,40,81,1,100,95,1,2,1,1,2,2,2,2,2,NA,1,8,3,NA,NA,6,3,200,10,80,2,2,1,1,80,2,5,4421,1252,48.9
28,2001209,499.1203535,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,27000,3,NA,NA,250,NA,12,2,40,33,1,80,60,2,2,1,1,2,2,2,2,2,NA,1,10,NA,NA,NA,1,NA,10,125,30,2,2,2,1,15,NA,2,5731,701,74.1
28,5679198,139.16995492,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,92000,2,1,NA,700,NA,12,2,40,50,1,100,90,2,2,1,1,2,1,2,2,2,NA,2,NA,1,3,3,2,1,12,75,15,1,2,1,1,NA,3,2,4268,1372,61.7
28,472698,1849.1849629,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,7500,1,NA,NA,125,NA,12,2,60,7,1,100,100,1,2,2,2,2,2,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,35,0,3,1,2,1,2,2,NA,1,1144,2932,63
28,1203460,583.35116997,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,22500,1,NA,NA,350,NA,9,2,35,18,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,8,NA,NA,NA,1,NA,65,0,13,15,2,1,2,NA,NA,2,2704,1898,53.5
28,1641431,311.1344891,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,84000,1,NA,NA,400,NA,10,2,40,51,1,100,95,1,2,1,1,2,1,2,2,2,NA,1,NA,1,NA,NA,3,NA,143,17,29,0,1,1,1,NA,2,4,6253,173,19.5
29,11870552,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,126000,2,1,NA,1250,NA,12,2,40,72,1,100,100,1,2,1,1,2,1,2,2,2,NA,2,NA,1,NA,1,NA,2,6,8,6,3,1,1,1,20,2,6,5057,1216,94.2
28,6055410,139.16995492,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,84000,3,1,NA,200,NA,12,1,50,30,1,100,100,2,2,1,2,2,2,2,2,2,NA,2,NA,1,NA,NA,NA,NA,35,20,5,0,2,1,1,2,NA,2,2265,1830,72.1
29,10307682,139.16995492,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,118000,3,2,NA,600,NA,10,1,40,120,1,100,50,2,2,1,1,2,1,1,1,2,NA,1,4,2,1,4,3,1,100,50,6,4,1,1,1,35,2,4,5669,809,87.4
28,822549,499.1203535,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,10750,2,NA,NA,125,NA,12,2,40,20,2,100,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,12,1,0,2,2,1,6,NA,1,5669,1094,76.5
29,25018878,125.65044,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,235000,3,3,NA,1000,NA,12,1,70,120,1,100,100,2,2,1,1,2,1,2,2,1,1,2,NA,2,NA,8,6,1,600,75,50,27,1,1,1,80,3,3,5643,1144,106.5
29,18972597,125.65044,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,215000,2,1,NA,1000,NA,12,2,40,75,1,100,100,2,2,2,1,2,2,2,2,2,NA,1,NA,1,NA,NA,4,2,150,25,50,2,2,1,1,50,2,3,6894,748,88.2
29,20720101,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,176000,2,1,NA,400,NA,12,1,70,79,1,100,40,2,2,1,1,2,2,2,2,2,NA,1,6,2,NA,NA,6,NA,219,48,12,8,1,1,1,30,4,12,5085,1129,117.7
28,7521716,356.19828827,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,108000,3,1,NA,600,NA,12,2,40,62,1,100,95,1,2,1,1,2,2,2,2,2,NA,1,3,2,NA,NA,4,1,212,83,59,0,2,1,1,50,2,4,3210,1149,69.6
28,6680105,84.055763395,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,142000,4,1,NA,1250,NA,12,1,85,65,1,100,99,2,2,1,1,2,1,2,2,2,NA,1,4,2,3,6,4,2,320,120,72,15,1,1,1,6,3,1,3257,1815,47
29,3979422,158.29956057,2,14,17,NA,33,67,NA,NA,NA,2,2,2,2,27000,3,2,NA,150,NA,12,1,96,15,1,100,100,1,2,1,2,2,2,2,2,2,NA,2,NA,1,NA,NA,3,NA,8,9,4,0,2,1,2,4,2,NA,5812,552,147.4
28,3328167,177.34464265,2,13,17,18,20,60,10,NA,NA,2,2,2,2,73000,4,1,NA,500,NA,12,2,40,45,1,100,15,2,2,1,2,2,1,2,2,2,NA,1,1,NA,NA,4,NA,NA,36,4,6,1,2,2,1,3,NA,2,5745,729,45.6
28,2465697,120.94951517,2,17,18,NA,55,45,NA,NA,NA,2,2,2,2,80000,3,NA,NA,400,NA,12,1,72,30,1,100,95,2,2,2,1,2,2,2,1,2,NA,2,NA,1,NA,5,NA,1,80,4,10,1,1,1,1,5,NA,2,4622,1578,30.8
28,9488656,52.146233763,2,17,18,NA,55,45,NA,1,2,2,2,2,2,215000,2,1,NA,1000,NA,12,1,110,140,1,100,100,1,2,1,2,2,1,2,2,2,NA,1,2,1,NA,6,7,2,218,30,25,19,1,2,1,30,2,NA,5043,1013,44.1
