"SQFT","NFLOOR","NELVTR","NESLTR","COURT","MONUSE","OPNWE","WKHRS","NWKER","COOK","MANU","HEATP","COOLP","SNACK","FASTFD","CAF","FDPREP","KITCHN","BREAKRM","OTFDRM","LABEQP","MCHEQP","POOL","HTPOOL","RFGWIN","RFGOPN","RFGCLN","RFGVNN","RFGICN","PCTERMN","LAPTPN","PRNTRN","SERVERN","TVVIDEON","RGSTRN","COPIERN","HDD65","CDD65","PBAPLUS","PBA","FINALWT","MFBTU","ELBTU","NGBTU","FKBTU","DHBTU","ONEACT","ACT1","ACT2","ACT3","ACT1PCT","ACT2PCT","ACT3PCT","PRAMTC","PRUNIT","CWUSED","WOUSED","COUSED","SOUSED","RFGSTP","RWSEAT","ELBTU0","NGBTU0","FKBTU0","DHBTU0","SOURCE_ENERGY","SOURCE_EUI","SITE_EUI"
19000,2,NA,NA,NA,12,1,20,19,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3,0,2,NA,1,6838,631,21,12,647.9871845,1221138,353783,867355,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,800,990592.4,910722.75,NA,NA,1901315.15,100.07,64.27
5000,1,NA,NA,NA,12,1,18,1,1,2,75,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,3,0,NA,NA,NA,392,3432,21,12,1879.4560061,48379,48379,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,300,135461.2,NA,NA,NA,135461.2,27.09,9.68
10500,1,NA,NA,NA,12,1,12,9,2,2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,1122,931,21,12,1667.7551609,184275,184275,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,250,515970,NA,NA,NA,515970,49.14,17.55
29500,2,1,NA,NA,12,1,20,8,1,2,75,75,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,0,2,NA,2,4929,1304,21,12,63.073938349,2191894,1264474,927420,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,1250,3540527.2,973791,NA,NA,4514318.2,153.03,74.3
13000,1,NA,NA,NA,12,1,12,1,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,1405,2811,21,12,1107.7533448,102490,102490,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,200,286972,NA,NA,NA,286972,22.07,7.88
16000,1,NA,NA,NA,12,1,20,19,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3,0,2,NA,1,4931,1131,21,12,657.71092576,654332,213069,441263,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,1250,596593.2,463326.15,NA,NA,1059919.35,66.24,40.9
10001,3,1,NA,NA,12,1,72,1,1,2,100,5,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,NA,1,4862,1181,21,12,1162.262962,694910,151455,543455,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,450,424074,570627.75,NA,NA,994701.75,99.46,69.48
10000,1,NA,NA,NA,12,1,42,2,1,2,100,90,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,1,2,1,1,1613,1349,21,12,2249.135161,95160,55390,39770,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,150,155092,41758.5,NA,NA,196850.5,19.69,9.52
25000,1,NA,NA,NA,12,1,20,20,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,0,2,NA,1,4930,1231,21,12,519.50232556,511748,245350,266398,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,1500,686980,279717.9,NA,NA,966697.9,38.67,20.47
5400,1,NA,NA,NA,12,1,6,1,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,NA,NA,NA,2188,1981,21,12,1729.17335,74470,74470,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,200,208516,NA,NA,NA,208516,38.61,13.79
14000,2,NA,NA,NA,12,1,37,6,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,4,1,1,NA,2,851,4526,21,12,1031.3463294,685051,685051,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,350,1918142.8,NA,NA,NA,1918142.8,137.01,48.93
13000,1,NA,NA,NA,12,1,35,2,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,0,1,NA,1,4216,1621,21,12,1791.3103533,346530,121030,225500,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,150,338884,236775,NA,NA,575659,44.28,26.66
14500,1,NA,NA,NA,12,1,4,1,2,2,75,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,1433,1920,21,12,632.51710677,344422,126609,217813,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,500,354505.2,228703.65,NA,NA,583208.85,40.22,23.75
16500,3,1,NA,NA,12,1,40,5,1,2,100,3,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,1,0,1,1,NA,NA,1,4902,1063,21,12,787.07922084,1811803,317763,1494040,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,225,889736.4,1568742,NA,NA,2458478.4,149,109.81
16000,1,NA,NA,NA,12,1,20,9,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,0,2,NA,1,4762,877,21,12,918.02992474,388457,180587,207870,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,900,505643.6,218263.5,NA,NA,723907.1,45.24,24.28
5000,1,NA,NA,NA,12,1,10,1,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,3740,1348,21,12,1484.5150471,119259,87586,31673,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,250,245240.8,33256.65,NA,NA,278497.45,55.7,23.85
7000,1,NA,NA,NA,12,1,12,1,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,2244,2240,21,12,1387.0765871,51238,51238,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,NA,200,143466.4,NA,NA,NA,143466.4,20.5,7.32
5600,1,NA,NA,NA,12,1,20,4,1,2,90,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,2,NA,1,1018,3625,21,12,1868.403437,119213,78930,40283,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,300,221004,42297.15,NA,NA,263301.15,47.02,21.29
14750,1,NA,NA,NA,12,1,20,19,1,2,100,50,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,2,NA,1,2739,609,21,12,941.81790866,297907,124067,173840,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,1000,347387.6,182532,NA,NA,529919.6,35.93,20.2
4800,1,NA,NA,NA,12,1,4,2,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,NA,1,3693,1542,21,12,1387.0765871,145471,73003,72468,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,250,204408.4,76091.4,NA,NA,280499.8,58.44,30.31
35000,2,NA,NA,NA,12,1,12,3,1,2,100,75,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,0,2,NA,1,3920,1516,21,12,2249.135161,1300734,678149,622585,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,500,1898817.2,653714.25,NA,NA,2552531.45,72.93,37.16
2000,1,NA,NA,NA,12,1,3,4,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,3073,1711,21,12,1807.4628666,13842,13842,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,NA,250,38757.6,NA,NA,NA,38757.6,19.38,6.92
13000,2,NA,NA,NA,12,1,84,2,1,2,100,100,1,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,2,0,5,NA,1,5701,1040,21,12,1162.262962,806120,208852,597268,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,200,584785.6,627131.4,NA,NA,1211917,93.22,62.01
34000,2,NA,NA,NA,12,1,55,8,1,2,100,8,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,4,0,NA,NA,2,6265,997,21,12,499.1203535,990196,120996,869200,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,125,338788.8,912660,NA,NA,1251448.8,36.81,29.12
40000,1,NA,NA,NA,12,1,70,10,1,2,100,100,2,2,2,1,1,1,2,NA,NA,NA,NA,1,NA,2,NA,1,24,3,3,1,4,NA,3,709,3466,21,12,281.10925465,899082,899082,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,1,2,2,2,2,NA,900,2517429.6,NA,NA,NA,2517429.6,62.94,22.48
66000,3,1,NA,NA,12,1,50,6,1,2,99,100,2,2,1,1,2,1,2,NA,NA,NA,NA,NA,NA,2,NA,1,8,4,9,1,10,NA,2,2273,1944,21,12,26.290298331,2065962,1089957,976005,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,900,3051879.6,1024805.25,NA,NA,4076684.85,61.77,31.3
13250,2,NA,NA,NA,12,1,14,1,1,2,100,95,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,0,4,NA,NA,5937,479,21,12,1031.3463294,417168,150155,267013,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,200,420434,280363.65,NA,NA,700797.65,52.89,31.48
5000,1,NA,NA,NA,12,1,2,3,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,NA,NA,3031,1599,21,12,1807.4628666,64023,64023,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,400,179264.4,NA,NA,NA,179264.4,35.85,12.8
9100,1,NA,NA,NA,12,1,20,19,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,1,NA,1,1463,2498,21,12,626.86457515,232864,201294,31570,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,300,563623.2,33148.5,NA,NA,596771.7,65.58,25.59
66000,3,1,NA,NA,12,1,98,40,1,2,100,85,2,2,2,1,1,2,2,NA,NA,NA,NA,1,NA,NA,1,1,40,6,7,5,7,NA,2,3915,1554,21,12,175.75631596,4066429,1410961,2655468,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,1250,3950690.8,2788241.4,NA,NA,6738932.2,102.11,61.61
8800,1,NA,NA,NA,12,1,9,8,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,NA,NA,853,2037,21,12,503.86330813,430180,373907,56273,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,450,1046939.6,59086.65,NA,NA,1106026.25,125.68,48.88
17250,2,NA,NA,NA,12,1,30,2,1,2,100,33,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,0,3,NA,3,4636,1142,21,12,177.34464265,513293,132072,NA,381221,NA,1,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,NA,300,369801.6,NA,385033.21,NA,754834.81,43.76,29.76
29000,1,NA,NA,NA,12,1,20,19,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2,4,0,2,NA,2,3587,1807,21,12,190.58981791,1470589,593906,876683,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,1000,1662936.8,920517.15,NA,NA,2583453.95,89.08,50.71
5000,1,NA,NA,NA,12,1,4,1,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,3712,1801,21,12,961.78281331,45369,21076,24293,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,80,59012.8,25507.65,NA,NA,84520.45,16.9,9.07
26000,1,NA,NA,NA,12,1,20,2,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,1,0,0,NA,0,1,NA,NA,4519,985,21,12,657.71092576,1572104,424719,1147385,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,300,1189213.2,1204754.25,NA,NA,2393967.45,92.08,60.47
18000,2,1,NA,NA,12,1,33,2,1,2,100,100,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,0,NA,NA,1,4661,1471,21,12,1879.4560061,1405090,245712,1159378,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,500,687993.6,1217346.9,NA,NA,1905340.5,105.85,78.06
3500,1,NA,NA,NA,12,1,4,0,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,2980,1727,21,12,1522.9817889,12897,12897,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,100,36111.6,NA,NA,NA,36111.6,10.32,3.68
2400,1,NA,NA,NA,12,1,9,1,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,NA,NA,5006,1032,21,12,1828.0523467,24706,24706,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,100,69176.8,NA,NA,NA,69176.8,28.82,10.29
50000,2,1,NA,NA,12,1,40,8,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,4,1,3,NA,1,6206,1190,21,12,657.71092576,2821398,992285,1829113,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,1250,2778398,1920568.65,NA,NA,4698966.65,93.98,56.43
5000,2,NA,NA,NA,12,1,50,3,1,2,50,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,1,1,NA,1,655,2068,21,12,1031.3463294,74159,37259,36900,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,100,104325.2,38745,NA,NA,143070.2,28.61,14.83
80000,2,NA,NA,NA,12,1,80,90,1,1,40,100,2,2,2,2,1,2,2,NA,NA,NA,NA,1,NA,NA,1,1,15,4,4,1,6,1,1,1141,3108,21,12,311.6023823,4754267,3380125,516703,857439,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,800,9464350,542538.15,866013.39,NA,10872901.54,135.91,59.43
13000,2,NA,NA,NA,12,1,12,1,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,2,NA,1,2649,1856,21,12,48.841044419,173502,72437,101065,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,100,202823.6,106118.25,NA,NA,308941.85,23.76,13.35
5000,1,NA,NA,NA,12,1,20,1,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,2,1114,772,21,12,1667.7551609,140387,140387,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,350,393083.6,NA,NA,NA,393083.6,78.62,28.08
38000,1,NA,NA,NA,12,1,55,12,1,2,10,75,2,2,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,3,4,3,NA,2,2115,484,21,12,941.81790866,763718,544675,219043,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,400,1525090,229995.15,NA,NA,1755085.15,46.19,20.1
5000,1,NA,NA,NA,12,1,20,1,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,NA,1,3623,1782,21,12,1868.403437,118872,33182,85690,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,175,92909.6,89974.5,NA,NA,182884.1,36.58,23.77
11000,2,NA,NA,NA,12,1,20,5,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1,0,NA,NA,NA,2094,1895,21,12,23.717553485,106026,77326,28700,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,250,216512.8,30135,NA,NA,246647.8,22.42,9.64
4200,1,NA,NA,NA,12,1,12,4,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,1,1592,2797,21,12,1879.4560061,304043,304043,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,250,851320.4,NA,NA,NA,851320.4,202.7,72.39
7900,2,NA,NA,NA,12,1,6,3,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,1,NA,NA,2530,2711,21,12,1868.403437,117844,117844,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,1,2,2,2,2,NA,350,329963.2,NA,NA,NA,329963.2,41.77,14.92
8700,1,NA,NA,NA,12,1,9,3,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,2403,1887,21,12,1807.4628666,89762,42817,46945,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,300,119887.6,49292.25,NA,NA,169179.85,19.45,10.32
85000,3,2,NA,NA,12,1,49,52,1,2,100,100,1,2,2,1,1,2,2,NA,NA,NA,NA,2,NA,2,3,2,21,6,12,0,13,NA,4,3695,1717,21,12,267.92535532,7188981,4166666,3022315,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,900,11666664.8,3173430.75,NA,NA,14840095.55,174.59,84.58
25000,3,NA,NA,NA,12,1,35,4,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,3,0,1,NA,1,4004,1800,21,12,445.92272757,689170,129417,559753,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,250,362367.6,587740.65,NA,NA,950108.25,38,27.57
1500,1,NA,NA,NA,12,1,8,0,2,2,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,NA,NA,1153,3943,21,12,1461.8570616,15801,15801,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,20,44242.8,NA,NA,NA,44242.8,29.5,10.53
9000,2,NA,NA,NA,12,1,50,9,1,2,90,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,7,1,3,NA,1,4273,1045,21,12,1868.403437,279435,160125,119310,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,350,448350,125275.5,NA,NA,573625.5,63.74,31.05
1200,1,NA,NA,NA,12,1,5,1,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,3982,1583,21,12,1807.4628666,66103,20080,46023,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,50,56224,48324.15,NA,NA,104548.15,87.12,55.09
5900,1,NA,NA,NA,12,1,48,6,1,2,100,100,2,2,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3,0,1,NA,1,2339,1995,21,12,1807.4628666,927356,177056,750300,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,125,495756.8,787815,NA,NA,1283571.8,217.55,157.18
4100,2,NA,NA,NA,12,1,4,1,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,2,NA,NA,6294,792,21,12,1484.5150471,17763,17763,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,1,2,2,2,2,NA,50,49736.4,NA,NA,NA,49736.4,12.13,4.33
29500,2,NA,NA,NA,12,1,16,8,2,2,100,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,5555,776,21,12,276.95327433,1034315,91827,942488,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,1500,257115.6,989612.4,NA,NA,1246728,42.26,35.06
8100,1,NA,NA,NA,12,1,50,2,2,2,100,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,2,0,2,NA,NA,5990,184,21,12,1655.242098,151053,151053,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,250,422948.4,NA,NA,NA,422948.4,52.22,18.65
5500,1,NA,NA,NA,12,1,8,1,2,2,100,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,1,5285,536,21,12,1851.6697201,101290,27740,NA,73550,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,250,77672,NA,74285.5,NA,151957.5,27.63,18.42
7000,1,NA,NA,NA,12,1,4,1,1,2,50,50,1,2,2,2,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,NA,0,2,NA,1,2400,1915,21,12,1451.6174232,55152,55152,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,100,154425.6,NA,NA,NA,154425.6,22.06,7.88
12500,1,NA,NA,NA,12,1,25,2,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,0,3,NA,1,5508,866,21,12,1729.17335,643204,105796,537408,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,300,296228.8,564278.4,NA,NA,860507.2,68.84,51.46
28000,2,NA,NA,NA,12,1,25,3,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,0,5,NA,1,4349,1091,21,12,1155.42801,1276778,321683,955095,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,350,900712.4,1002849.75,NA,NA,1903562.15,67.98,45.6
12250,3,NA,NA,NA,12,1,15,1,1,2,100,33,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,4051,1484,21,12,1107.7533448,564584,149664,414920,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,125,419059.2,435666,NA,NA,854725.2,69.77,46.09
3600,1,NA,NA,NA,12,1,28,1,1,2,100,NA,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,0,1,NA,NA,7529,649,21,12,1791.3103533,29916,29916,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,1,2,2,2,2,NA,70,83764.8,NA,NA,NA,83764.8,23.27,8.31
