"SQFT","NFLOOR","NELVTR","NESLTR","COURT","MONUSE","OPNWE","WKHRS","NWKER","COOK","MANU","HEATP","COOLP","SNACK","FASTFD","CAF","FDPREP","KITCHN","BREAKRM","OTFDRM","LABEQP","MCHEQP","POOL","HTPOOL","RFGWIN","RFGOPN","RFGCLN","RFGVNN","RFGICN","PCTERMN","LAPTPN","PRNTRN","SERVERN","TVVIDEON","RGSTRN","COPIERN","HDD65","CDD65","PBAPLUS","PBA","FINALWT","MFBTU","ELBTU","NGBTU","FKBTU","DHBTU","ONEACT","ACT1","ACT2","ACT3","ACT1PCT","ACT2PCT","ACT3PCT","PRAMTC","PRUNIT","CWUSED","WOUSED","COUSED","SOUSED","RFGSTP","RWSEAT","ELBTU0","NGBTU0","FKBTU0","DHBTU0","SOURCE_ENERGY","SOURCE_EUI","SITE_EUI"
3750,1,NA,NA,NA,12,1,10,1,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,0,4,NA,2,3215,1929,21,12,1807.4628666,129624,50289,79335,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,100,140809.2,83301.75,NA,NA,224110.95,59.76,34.57
39000,2,1,NA,NA,12,1,105,10,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,5,0,5,NA,1,4895,1056,21,12,177.34464265,2757053,1325538,1431515,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,1000,3711506.4,1503090.75,NA,NA,5214597.15,133.71,70.69
25000,3,1,NA,NA,12,1,55,5,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,1,1,NA,NA,4560,1031,21,12,1145.0798138,1426035,261840,1164195,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,300,733152,1222404.75,NA,NA,1955556.75,78.22,57.04
18000,1,NA,NA,NA,12,1,20,19,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,4,0,2,NA,1,4041,1006,21,12,918.02992474,565651,146221,419430,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,1500,409418.8,440401.5,NA,NA,849820.3,47.21,31.43
2800,2,NA,NA,NA,12,1,6,6,2,2,100,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,NA,NA,7170,178,21,12,1023.6082023,95280,95280,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,150,266784,NA,NA,NA,266784,95.28,34.03
35000,2,NA,NA,NA,12,1,20,5,1,2,100,100,2,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,3,1,1,NA,1,1669,2441,21,12,1117.7421223,3198764,588601,2610163,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,500,1648082.8,2740671.15,NA,NA,4388753.95,125.39,91.39
5400,1,NA,NA,NA,12,1,10,2,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,NA,NA,3820,2040,21,12,1807.4628666,277585,126500,151085,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,200,354200,158639.25,NA,NA,512839.25,94.97,51.4
2200,1,NA,NA,NA,12,1,13,0,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,2625,1866,21,12,1807.4628666,15209,6189,9020,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,80,17329.2,9471,NA,NA,26800.2,12.18,6.91
17250,2,NA,NA,NA,12,1,12,1,2,2,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,NA,NA,1,7277,444,21,12,1145.0798138,363815,93124,NA,270691,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,500,260747.2,NA,273397.91,NA,534145.11,30.96,21.09
33500,2,NA,NA,NA,12,1,35,3,1,2,100,100,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,3,0,1,NA,2,3049,2023,21,12,507.98988438,464346,229518,234828,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,300,642650.4,246569.4,NA,NA,889219.8,26.54,13.86
16500,2,NA,NA,NA,12,1,5,8,1,2,100,100,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,896,2995,21,12,653.84310688,266766,264921,1845,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,500,741778.8,1937.25,NA,NA,743716.05,45.07,16.17
5400,1,NA,NA,NA,12,1,80,1,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,2,NA,NA,459,3440,21,12,1879.4560061,130973,130973,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,150,366724.4,NA,NA,NA,366724.4,67.91,24.25
19000,1,NA,NA,NA,12,1,98,32,1,2,100,100,2,2,2,1,2,1,2,NA,NA,NA,NA,NA,NA,3,1,1,19,2,3,1,4,1,1,314,3337,21,12,657.71092576,1044993,1044993,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,NA,450,2925980.4,NA,NA,NA,2925980.4,154,55
14000,2,NA,NA,NA,12,1,80,10,1,2,100,NA,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,0,NA,NA,1,4955,1080,21,12,1851.6697201,861339,75061,786278,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,600,210170.8,825591.9,NA,NA,1035762.7,73.98,61.52
2700,1,NA,NA,NA,12,1,4,1,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,3728,1647,21,12,1791.3103533,17746,17746,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,1,2,2,2,2,NA,90,49688.8,NA,NA,NA,49688.8,18.4,6.57
16000,1,NA,NA,NA,12,1,20,19,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,4,0,2,NA,1,5118,919,21,12,918.02992474,349733,175380,174353,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,1500,491064,183070.65,NA,NA,674134.65,42.13,21.86
24500,4,NA,NA,NA,12,1,100,8,2,2,75,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7,1,7,0,2,NA,1,4216,1081,21,12,276.95327433,1117854,185104,932750,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,150,518291.2,979387.5,NA,NA,1497678.7,61.13,45.63
1200,1,NA,NA,NA,12,1,6,1,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,NA,NA,1847,1977,21,12,1807.4628666,24693,24693,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,NA,24,69140.4,NA,NA,NA,69140.4,57.62,20.58
13500,1,NA,NA,NA,12,1,20,19,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,4,0,2,NA,1,4620,733,21,12,918.02992474,431523,141755,289768,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,1250,396914,304256.4,NA,NA,701170.4,51.94,31.96
8100,1,NA,NA,NA,12,1,16,1,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,4472,1135,21,12,751.72654486,501719,43339,458380,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,300,121349.2,481299,NA,NA,602648.2,74.4,61.94
18250,2,NA,NA,NA,12,1,20,19,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3,0,2,NA,1,2397,1545,21,12,639.7223438,368863,163350,205513,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,800,457380,215788.65,NA,NA,673168.65,36.89,20.21
1200,1,NA,NA,NA,12,1,2,1,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,3239,1607,21,12,1807.4628666,14498,14498,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,150,40594.4,NA,NA,NA,40594.4,33.83,12.08
13500,1,NA,NA,NA,12,1,20,9,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3,0,2,NA,1,336,3159,21,12,1162.262962,248806,248806,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,1000,696656.8,NA,NA,NA,696656.8,51.6,18.43
5400,1,NA,NA,NA,12,1,4,1,1,2,100,NA,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,4094,1292,21,12,1851.6697201,166143,54623,111520,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,100,152944.4,117096,NA,NA,270040.4,50.01,30.77
5000,1,NA,NA,NA,12,1,6,1,1,2,100,50,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,2,NA,1,4765,1474,21,12,1879.4560061,643988,146863,497125,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,150,411216.4,521981.25,NA,NA,933197.65,186.64,128.8
110000,4,1,NA,NA,12,1,26,3,1,2,70,70,2,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,3,1,4,0,1,NA,NA,1706,2403,21,12,178.39372759,2888379,1641261,1247118,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,1250,4595530.8,1309473.9,NA,NA,5905004.7,53.68,26.26
3400,3,NA,NA,NA,12,1,70,4,2,2,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,2,NA,NA,2810,1506,21,12,941.81790866,193877,193877,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,250,542855.6,NA,NA,NA,542855.6,159.66,57.02
8000,1,NA,NA,NA,12,1,45,1,1,2,100,100,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,0,6,2,1,1,NA,1,1971,2530,21,12,1879.4560061,170975,103837,67138,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,150,290743.6,70494.9,NA,NA,361238.5,45.15,21.37
4250,1,NA,NA,NA,12,1,3,1,1,2,100,60,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,2385,3029,21,12,1807.4628666,53966,12863,41103,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,100,36016.4,43158.15,NA,NA,79174.55,18.63,12.7
18500,1,NA,NA,NA,12,1,40,5,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,10,4,2,2,NA,NA,1,2720,1639,21,12,48.841044419,1770933,689968,1080965,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,300,1931910.4,1135013.25,NA,NA,3066923.65,165.78,95.73
39500,1,NA,NA,NA,12,1,50,5,2,2,98,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,4,2,7,0,NA,NA,1,5838,675,21,12,403.26234933,3311633,753233,2558400,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,150,2109052.4,2686320,NA,NA,4795372.4,121.4,83.84
3300,2,NA,NA,NA,12,1,3,1,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,0,0,NA,NA,NA,4715,1075,21,12,1879.4560061,31837,14719,17118,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,100,41213.2,17973.9,NA,NA,59187.1,17.94,9.65
14500,1,NA,NA,NA,12,1,84,20,1,2,100,NA,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,NA,NA,5904,883,21,12,276.95327433,587803,99903,487900,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,450,279728.4,512295,NA,NA,792023.4,54.62,40.54
4000,1,NA,NA,NA,12,1,25,5,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,NA,1949,1946,21,12,1807.4628666,666351,36386,629965,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,250,101880.8,661463.25,NA,NA,763344.05,190.84,166.59
18500,2,1,NA,NA,12,1,10,2,1,2,100,NA,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,1,4897,1188,21,12,178.39372759,2535697,196852,2338845,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,700,551185.6,2455787.25,NA,NA,3006972.85,162.54,137.06
51000,2,NA,NA,NA,12,1,65,15,1,2,100,25,2,2,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,6,1,3,NA,1,5776,902,21,12,276.95327433,2791604,486735,85178,2219691,NA,1,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,NA,700,1362858,89436.9,2241887.91,NA,3694182.81,72.43,54.74
31000,1,NA,NA,NA,12,1,55,17,1,2,100,100,2,2,2,1,2,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,3,0,9,NA,2,7355,879,21,12,1461.8570616,251574,251574,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,400,704407.2,NA,NA,NA,704407.2,22.72,8.12
3200,4,NA,NA,NA,12,1,23,1,1,2,66,66,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,3,0,1,NA,NA,3321,2279,21,12,1274.2560839,91943,30340,61603,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,30,84952,64683.15,NA,NA,149635.15,46.76,28.73
2000,2,NA,NA,NA,12,1,3,3,2,2,100,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,NA,NA,6872,632,21,12,1868.403437,136087,12369,123718,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,100,34633.2,129903.9,NA,NA,164537.1,82.27,68.04
19250,2,NA,NA,NA,12,1,84,20,1,2,100,100,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,20,10,10,0,NA,NA,2,5814,871,21,12,605.11988636,880805,553215,327590,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,350,1549002,343969.5,NA,NA,1892971.5,98.34,45.76
8100,1,NA,NA,NA,12,1,24,1,1,2,50,80,2,2,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,0,4,NA,NA,1441,2144,21,12,1828.0523467,180713,180713,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,300,505996.4,NA,NA,NA,505996.4,62.47,22.31
13750,2,NA,NA,NA,12,1,31,2,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,3,0,1,NA,1,2740,2389,21,12,918.02992474,690148,255753,434395,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,300,716108.4,456114.75,NA,NA,1172223.15,85.25,50.19
13000,2,NA,NA,NA,12,1,70,2,1,2,75,80,1,2,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4,4,1,4,NA,1,1027,1605,21,12,751.72654486,197078,121228,75850,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,225,339438.4,79642.5,NA,NA,419080.9,32.24,15.16
28000,2,NA,NA,NA,12,1,40,2,1,2,100,50,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,3,0,2,0,1,NA,1,4427,909,21,12,1145.0798138,629912,113927,515985,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,400,318995.6,541784.25,NA,NA,860779.85,30.74,22.5
8000,1,NA,NA,NA,12,1,20,5,1,2,100,100,2,2,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,3,0,5,NA,NA,1490,3318,21,12,1834.9655411,121846,121846,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,100,341168.8,NA,NA,NA,341168.8,42.65,15.23
80000,2,2,NA,NA,12,1,50,90,1,2,100,75,2,2,2,2,1,2,2,NA,NA,NA,NA,1,NA,NA,3,1,67,4,1,1,13,1,3,4386,1139,21,12,177.34464265,6974433,6686715,287718,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,300,18722802,302103.9,NA,NA,19024905.9,237.81,87.18
14000,3,1,NA,NA,12,1,30,2,1,2,100,100,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,1,0,NA,NA,2,5583,1051,21,12,148.05541634,1135075,224977,910098,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,300,629935.6,955602.9,NA,NA,1585538.5,113.25,81.08
13250,3,NA,NA,NA,12,1,35,1,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,0,3,NA,NA,6621,804,21,12,178.39372759,404438,99910,304528,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,200,279748,319754.4,NA,NA,599502.4,45.25,30.52
15000,1,NA,NA,NA,12,1,20,1,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,1270,635,21,12,1031.3463294,245173,245173,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,500,686484.4,NA,NA,NA,686484.4,45.77,16.34
4800,2,NA,NA,NA,12,1,18,2,2,2,67,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,NA,1,1214,1359,21,12,1667.7551609,31246,14231,17015,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,200,39846.8,17865.75,NA,NA,57712.55,12.02,6.51
2550,1,NA,NA,NA,12,1,5,1,2,2,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,6193,220,21,12,1667.7551609,161648,23683,137965,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,60,66312.4,144863.25,NA,NA,211175.65,82.81,63.39
5000,2,NA,NA,NA,12,1,15,5,2,2,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,2,NA,NA,3309,1466,21,12,1522.9817889,31152,31152,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,125,87225.6,NA,NA,NA,87225.6,17.45,6.23
8700,1,NA,NA,NA,12,1,40,4,1,2,100,100,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,1,6,1,3,0,3,NA,1,2221,2506,21,12,1807.4628666,265361,128421,136940,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,300,359578.8,143787,NA,NA,503365.8,57.86,30.5
8500,2,NA,NA,NA,12,1,50,5,1,2,100,100,2,2,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,15,1,0,4,NA,1,4712,1120,21,12,1155.42801,244004,210896,33108,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,125,590508.8,34763.4,NA,NA,625272.2,73.56,28.71
3200,2,NA,NA,NA,12,1,12,1,1,2,100,100,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,NA,NA,3717,1741,21,12,1484.5150471,274292,23577,250715,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,200,66015.6,263250.75,NA,NA,329266.35,102.9,85.72
16000,2,NA,NA,NA,12,1,20,19,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3,0,2,NA,1,6097,664,21,12,583.6267448,719830,177605,542225,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,800,497294,569336.25,NA,NA,1066630.25,66.66,44.99
5300,1,NA,NA,NA,12,1,30,2,1,2,100,15,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,0,NA,NA,NA,2234,564,21,12,1522.9817889,343775,30227,313548,NA,NA,2,11,17,18,25,10,65,NA,NA,2,2,2,2,NA,100,84635.6,329225.4,NA,NA,413861,78.09,64.86
6000,2,NA,NA,NA,12,1,3,1,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,2994,1661,21,12,1387.0765871,40977,11457,29520,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,125,32079.6,30996,NA,NA,63075.6,10.51,6.83
5000,1,NA,NA,NA,12,2,40,4,2,2,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,647,2385,21,12,1667.7551609,92936,92936,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,30,260220.8,NA,NA,NA,260220.8,52.04,18.59
24000,1,NA,NA,NA,12,1,20,19,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,4,0,2,NA,1,4470,1405,21,12,519.50232556,1371180,374880,996300,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,1500,1049664,1046115,NA,NA,2095779,87.32,57.13
3000,1,NA,NA,NA,12,1,4,2,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,NA,NA,3342,1394,21,12,1387.0765871,26211,8991,17220,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,150,25174.8,18081,NA,NA,43255.8,14.42,8.74
6500,1,NA,NA,NA,12,1,7,5,2,2,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,2,NA,NA,1167,3327,21,12,1451.6174232,750246,319336,430910,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,200,894140.8,452455.5,NA,NA,1346596.3,207.17,115.42
5000,1,NA,NA,NA,12,1,27,1,1,2,30,30,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,NA,NA,1255,3391,21,12,1868.403437,127368,91800,35568,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,200,257040,37346.4,NA,NA,294386.4,58.88,25.47
5000,2,NA,NA,NA,12,1,34,5,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,6,1,5,NA,NA,6351,756,21,12,1559.8286174,298231,214898,83333,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,225,601714.4,87499.65,NA,NA,689214.05,137.84,59.65
96000,2,1,NA,NA,12,1,56,14,1,2,100,100,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,3,NA,1,15,4,5,1,1,NA,NA,3260,2212,21,12,251.43274881,3530886,3024946,505940,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,1250,8469848.8,531237,NA,NA,9001085.8,93.76,36.78
29000,2,NA,NA,NA,12,1,50,12,1,1,60,100,2,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,1,12,0,8,1,4,5,4,2025,1925,21,12,632.51710677,1510109,1279074,231035,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,1500,3581407.2,242586.75,NA,NA,3823993.95,131.86,52.07
19250,3,NA,NA,NA,12,1,20,20,2,2,100,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,0,1,NA,1,4264,1174,21,12,82.01777401,1384189,294101,1090088,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,500,823482.8,1144592.4,NA,NA,1968075.2,102.24,71.91
