"SQFT","NFLOOR","NELVTR","NESLTR","EDSEAT","COURT","MONUSE","OPNWE","WKHRS","NWKER","COOK","HEATP","COOLP","SNACK","FASTFD","CAF","FDPREP","KITCHN","BREAKRM","OTFDRM","LABEQP","POOL","HTPOOL","RFGRES","RFGCOMPN","RFGWIN","RFGOPN","RFGCLN","RFGVNN","RFGICN","PCTERMN","LAPTPN","PRNTRN","SERVERN","TRNGRM","STDNRM","WBOARDS","TVVIDEON","RGSTRN","COPIERN","HDD65","CDD65","PBAPLUS","PBA","FINALWT","MFBTU","ELBTU","NGBTU","FKBTU","DHBTU","ONEACT","ACT1","ACT2","ACT3","ACT1PCT","ACT2PCT","ACT3PCT","PRAMTC","PRUNIT","CWUSED","WOUSED","COUSED","SOUSED","PRUSED","ELBTU0","NGBTU0","FKBTU0","DHBTU0","SOURCE_ENERGY","SOURCE_EUI","SITE_EUI","NGBTU_PERCENT","SUMBTU"
160000,1,NA,NA,700,NA,12,2,50,82,1,100,100,1,1,1,1,2,2,2,2,2,NA,1,3,2,3,1,1,1,355,90,30,0,2,1,1,NA,2,3,2237,2550,28,14,73.063122805,5156665,3835542,1321123,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,10739517.6,1387179.15,NA,NA,12126696.75,75.79,32.23,10.89,5156665
138000,5,NA,NA,1500,NA,12,1,80,130,1,80,10,2,2,1,1,2,2,2,2,2,NA,1,NA,1,NA,NA,7,NA,150,400,100,4,2,1,1,30,2,10,3272,1558,28,14,84.055763395,9394575,3144834,248768,6000973,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,8805535.2,261206.4,6060982.73,NA,15127724.33,109.62,68.08,1.64,9394575
128000,2,1,NA,600,NA,12,2,50,70,1,100,100,2,2,1,1,2,1,2,2,2,NA,1,30,1,10,2,5,2,440,0,100,0,1,1,1,25,NA,5,1829,3314,28,14,171.86695171,8010999,5824059,2186940,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,16307365.2,2296287,NA,NA,18603652.2,145.34,62.59,11.76,8010999
64000,2,NA,NA,350,NA,12,2,60,48,1,100,15,2,2,1,1,2,1,2,1,2,NA,1,5,2,NA,NA,1,NA,75,10,25,5,1,1,1,10,3,2,6104,793,28,14,271.01509096,2810339,1061381,1748958,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2971866.8,1836405.9,NA,NA,4808272.7,75.13,43.91,36.37,2810339
215000,4,1,NA,800,NA,12,1,65,108,1,100,80,2,2,1,1,2,1,2,1,2,NA,2,10,3,NA,6,3,1,416,104,85,9,1,1,2,3,2,5,4919,740,29,14,499.1203535,11890606,4141298,7749308,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,11595634.4,8136773.4,NA,NA,19732407.8,91.78,55.31,39.27,11890606
180000,4,1,NA,1000,NA,11,1,45,45,1,98,98,2,2,1,1,2,2,2,2,2,NA,2,NA,2,NA,NA,NA,1,150,40,10,0,1,1,1,NA,1,1,2803,2449,28,14,171.86695171,5869985,3032272,2837713,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,8490361.6,2979598.65,NA,NA,11469960.25,63.72,32.61,24.74,5869985
80000,2,2,NA,600,NA,12,1,72,54,1,100,2,2,2,1,1,2,2,2,2,2,NA,1,6,2,NA,3,2,NA,35,20,12,1,1,1,1,6,2,6,5307,721,28,14,647.9871845,4499416,926778,3572638,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2594978.4,3751269.9,NA,NA,6346248.3,79.33,56.24,56.3,4499416
60000,2,NA,NA,500,NA,11,2,40,48,1,100,NA,2,2,1,1,2,1,2,2,2,NA,1,NA,NA,NA,NA,1,NA,58,81,36,0,1,1,1,4,1,4,6995,161,28,14,125.65044,932303,726995,205308,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2035586,215573.4,NA,NA,2251159.4,37.52,15.54,9.12,932303
72000,1,NA,NA,800,NA,11,2,55,45,1,100,100,2,2,1,2,2,2,2,2,2,NA,1,NA,2,NA,5,2,NA,250,44,34,1,1,2,1,30,NA,4,3072,2263,28,14,160.42583102,2784283,2525163,259120,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,7070456.4,272076,NA,NA,7342532.4,101.98,38.67,3.53,2784283
92000,1,NA,NA,500,NA,12,1,70,93,1,100,100,2,2,1,1,2,1,2,2,2,NA,1,5,2,NA,NA,2,1,198,279,20,1,1,1,1,20,2,5,2740,2220,28,14,366.15594072,6482839,4036164,2446675,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,11301259.2,2569008.75,NA,NA,13870267.95,150.76,70.47,17.64,6482839
22250,4,NA,NA,225,NA,12,2,50,28,1,90,90,2,2,2,2,1,1,2,2,2,NA,1,NA,1,NA,NA,3,1,14,12,4,2,2,1,1,5,NA,1,762,3824,28,14,259.35186162,1544051,1040571,503480,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2913598.8,528654,NA,NA,3442252.8,154.71,69.4,14.63,1544051
33500,1,NA,NA,175,NA,12,2,50,4,2,50,50,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,1,1,NA,30,8,3,1,2,1,1,5,NA,2,814,3923,28,14,311.1344891,1303541,1303541,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3649914.8,NA,NA,NA,3649914.8,108.95,38.91,NA,1303541
65000,2,1,NA,300,NA,12,1,60,73,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,2,NA,NA,NA,NA,NA,50,25,12,0,2,1,1,NA,NA,2,5252,1307,28,14,125.65044,2136346,1936573,199773,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,5422404.4,209761.65,NA,NA,5632166.05,86.65,32.87,3.55,2136346
148000,2,1,NA,800,NA,11,1,56,110,1,100,95,2,2,1,2,1,1,2,2,2,NA,1,5,4,3,5,4,2,56,50,12,1,2,1,1,30,6,8,5066,1134,28,14,84.055763395,9738500,6162843,3440105,135552,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,17255960.4,3612110.25,136907.52,NA,21004978.17,141.93,65.8,16.38,9738500
205000,1,NA,NA,1250,NA,12,2,50,122,1,100,99,2,2,2,1,1,1,2,2,2,NA,2,NA,1,NA,2,5,2,700,250,250,1,1,1,1,100,4,8,2960,1404,29,14,366.15594072,7138948,7138948,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,19989054.4,NA,NA,NA,19989054.4,97.51,34.82,NA,7138948
102000,1,NA,NA,700,NA,12,2,40,60,1,100,100,2,2,1,1,2,2,2,2,2,NA,2,NA,2,NA,3,2,1,150,50,5,1,1,1,2,46,1,2,3079,1324,28,14,242.08690218,3656377,2822539,833838,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,7903109.2,875529.9,NA,NA,8778639.1,86.07,35.85,9.5,3656377
18500,1,NA,NA,200,NA,10,2,40,10,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,1,NA,1,30,4,10,0,2,2,1,4,NA,2,1397,808,28,14,503.86330813,1225061,916228,308833,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2565438.4,324274.65,NA,NA,2889713.05,156.2,66.22,10.69,1225061
13000,2,1,NA,200,NA,10,2,45,10,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,10,0,10,0,2,2,1,NA,NA,NA,644,4883,28,14,624.95414063,588938,588938,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1649026.4,NA,NA,NA,1649026.4,126.85,45.3,NA,588938
6000,1,NA,NA,25,NA,12,2,55,5,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,2,NA,NA,NA,NA,NA,25,2,3,0,2,1,1,3,NA,NA,1739,2514,28,14,484.85166373,423234,304026,119208,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,851272.8,125168.4,NA,NA,976441.2,162.74,70.54,12.21,423234
98000,1,NA,NA,800,NA,12,1,80,100,1,100,30,2,2,1,2,2,2,2,2,2,NA,1,NA,NA,NA,5,NA,NA,75,40,8,5,2,1,1,10,1,6,4514,721,28,14,84.58932707,6736864,1871086,4865778,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,5239040.8,5109066.9,NA,NA,10348107.7,105.59,68.74,47.02,6736864
41000,1,NA,NA,350,NA,10,2,45,20,1,100,100,2,2,1,2,2,2,2,2,2,NA,1,1,2,NA,2,1,1,100,20,20,0,1,1,1,20,2,2,1246,2974,28,14,503.86330813,2514306,1880343,633963,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,5264960.4,665661.15,NA,NA,5930621.55,144.65,61.32,10.69,2514306
44500,1,NA,NA,450,NA,9,2,45,55,1,100,15,2,2,1,2,1,1,2,2,2,NA,1,NA,2,NA,NA,1,NA,158,2,18,0,2,1,1,1,1,4,3655,1943,28,14,242.08690218,2008628,823728,1184900,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2306438.4,1244145,NA,NA,3550583.4,79.79,45.14,33.37,2008628
12000,1,NA,NA,125,NA,12,2,40,9,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,40,0,4,0,2,2,1,NA,NA,NA,162,4619,28,14,2293.5899096,579979,579979,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1623941.2,NA,NA,NA,1623941.2,135.33,48.33,NA,579979
42500,3,1,NA,600,NA,10,2,80,50,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,200,2,40,2,2,2,2,13,NA,4,1022,1436,28,14,212.42624205,1570216,1400066,170150,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3920184.8,178657.5,NA,NA,4098842.3,96.44,36.95,4.15,1570216
142000,2,1,NA,1250,NA,12,1,60,100,1,100,100,2,2,1,2,2,2,2,2,2,NA,1,24,2,NA,3,12,NA,350,100,50,5,1,1,1,60,NA,6,2882,2256,28,14,84.055763395,10628866,10265654,NA,363212,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,28743831.2,NA,366844.12,NA,29110675.32,205,74.85,NA,10628866
150000,3,1,NA,300,NA,12,2,50,100,1,100,50,2,2,2,1,2,2,2,2,2,NA,2,NA,2,NA,NA,NA,NA,95,20,4,0,2,1,1,9,1,3,7063,776,29,14,125.65044,6775178,2053823,4721355,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,5750704.4,4957422.75,NA,NA,10708127.15,71.39,45.17,44.09,6775178
73000,2,1,NA,500,NA,12,2,40,50,1,85,20,2,2,1,1,2,2,2,2,2,NA,1,2,2,NA,NA,1,NA,30,100,5,1,1,1,1,22,1,2,5643,882,28,14,239.38538189,3967908,1569203,2398705,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,4393768.4,2518640.25,NA,NA,6912408.65,94.69,54.35,34.7,3967908
6600,1,NA,NA,100,NA,12,1,96,6,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,50,4,3,0,2,1,2,1,NA,NA,1181,1091,29,14,751.72654486,83331,83331,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,233326.8,NA,NA,NA,233326.8,35.35,12.63,NA,83331
67000,1,NA,NA,350,NA,12,1,60,40,1,100,100,2,2,1,2,2,2,2,2,2,NA,1,4,2,NA,NA,3,2,50,25,10,1,2,1,1,2,NA,2,5436,944,28,14,207.13166685,6315927,2088212,4227715,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,5846993.6,4439100.75,NA,NA,10286094.35,153.52,94.27,41.1,6315927
100000,3,1,NA,450,NA,12,2,40,35,1,90,90,2,2,1,2,1,1,2,2,2,NA,1,12,2,3,2,3,1,120,85,10,0,1,1,1,10,1,3,3452,2124,28,14,356.19828827,6585772,5093782,1491990,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,14262589.6,1566589.5,NA,NA,15829179.1,158.29,65.86,9.43,6585772
4800,2,NA,NA,45,NA,12,2,40,7,2,100,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,1,NA,NA,NA,NA,NA,1,10,1,1,2,1,2,1,NA,1,10383,14,28,14,1667.7551609,523652,142864,380788,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,400019.2,399827.4,NA,NA,799846.6,166.63,109.09,47.61,523652
200001,4,4,NA,1000,NA,12,2,40,100,1,100,100,1,2,1,2,2,1,2,2,2,NA,1,30,2,NA,NA,3,2,350,30,250,5,1,1,1,20,2,6,3195,2310,28,14,171.86695171,7021098,4173135,2847963,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,11684778,2990361.15,NA,NA,14675139.15,73.38,35.11,19.41,7021098
23000,3,1,NA,225,NA,10,2,40,12,1,100,100,2,2,1,2,2,1,2,2,2,NA,1,2,NA,NA,2,NA,NA,55,12,7,1,2,1,1,15,1,3,5457,733,29,14,207.13166685,1556137,698314,857823,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1955279.2,900714.15,NA,NA,2855993.35,124.17,67.66,30.04,1556137
138000,1,NA,NA,800,NA,12,2,50,86,1,100,35,1,2,1,1,1,1,2,1,2,NA,1,10,2,NA,1,3,NA,290,5,40,3,2,1,1,2,1,3,7120,390,28,14,160.42583102,6834607,2451041,NA,4383566,NA,1,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,1,6862914.8,NA,4427401.66,NA,11290316.46,81.81,49.53,NA,6834607
200000,2,NA,NA,1750,NA,12,2,50,50,1,100,100,1,2,1,1,2,2,2,2,2,NA,1,NA,1,NA,NA,3,2,414,6,4,0,1,2,2,NA,3,NA,2202,2151,29,14,239.38538189,10843279,6389141,4454138,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,17889594.8,4676844.9,NA,NA,22566439.7,112.83,54.22,19.74,10843279
126000,1,NA,NA,700,NA,12,1,100,85,1,90,90,1,2,1,2,2,2,2,2,2,NA,1,20,2,NA,6,3,2,250,60,45,3,1,1,1,NA,NA,6,4060,1420,28,14,179.59592524,8022162,4936707,3085455,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,13822779.6,3239727.75,NA,NA,17062507.35,135.42,63.67,18.08,8022162
80000,5,NA,NA,300,NA,8,2,55,64,1,100,10,2,2,1,2,2,2,2,2,2,NA,2,NA,NA,NA,5,2,NA,65,2,3,1,2,1,1,6,NA,3,4216,1135,28,14,139.16995492,6053449,1453451,4112095,487903,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,4069662.8,4317699.75,492782.03,NA,8880144.58,111,75.67,46.31,6053449
37500,2,NA,NA,300,NA,12,1,50,23,1,100,90,2,2,1,2,2,1,2,2,2,NA,1,NA,NA,NA,1,NA,1,22,15,4,2,1,2,1,3,NA,2,4440,1774,28,14,360.21806967,1931331,1842463,88868,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,5158896.4,93311.4,NA,NA,5252207.8,140.06,51.5,1.69,1931331
138000,1,NA,NA,700,NA,12,2,60,121,1,100,100,2,2,1,1,2,1,2,2,2,NA,1,10,2,1,2,3,1,209,436,20,1,1,1,1,25,2,10,3502,1572,28,14,242.08690218,7009345,5802376,865203,341766,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,16246652.8,908463.15,345183.66,NA,17500299.61,126.81,50.79,4.94,7009345
38500,1,NA,NA,450,NA,12,1,90,65,2,85,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,3,NA,NA,NA,1,NA,50,150,25,1,2,2,1,1,NA,2,6923,839,28,14,239.38538189,2001448,1312955,688493,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3676274,722917.65,NA,NA,4399191.65,114.26,51.99,15.65,2001448
82000,1,NA,NA,900,NA,12,1,70,79,1,95,100,2,2,1,1,2,2,2,2,2,NA,2,NA,2,NA,NA,2,1,32,10,3,1,1,2,1,11,1,6,564,4030,28,14,171.86695171,5139260,5139260,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,14389928,NA,NA,NA,14389928,175.49,62.67,NA,5139260
260000,3,2,NA,1500,NA,10,1,60,132,1,100,100,1,2,1,1,2,1,2,1,1,1,2,NA,2,NA,4,6,NA,1000,200,75,2,2,1,1,200,6,10,3584,2106,29,14,84.055763395,20725675,20725675,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,58031890,NA,NA,NA,58031890,223.2,79.71,NA,20725675
55000,3,1,NA,600,NA,12,2,40,40,2,100,80,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,200,150,10,3,2,1,1,3,1,4,3273,2114,28,14,207.13166685,2845417,1878637,966780,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,5260183.6,1015119,NA,NA,6275302.6,114.1,51.73,15.41,2845417
215000,1,NA,NA,1000,NA,12,2,50,100,1,85,80,2,2,1,1,2,1,2,2,2,NA,1,6,3,NA,4,13,2,250,600,25,10,1,1,1,50,5,8,4946,1230,28,14,239.38538189,2405819,2227879,177940,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,6238061.2,186837,NA,NA,6424898.2,29.88,11.19,2.77,2405819
65000,2,1,NA,400,NA,12,2,50,30,1,100,25,1,2,1,2,2,2,2,2,2,NA,1,NA,NA,NA,NA,3,NA,100,10,5,1,2,1,1,5,1,NA,5163,1023,28,14,139.16995492,4886186,2160608,2725578,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,6049702.4,2861856.9,NA,NA,8911559.3,137.1,75.17,30.58,4886186
405000,3,2,NA,2250,NA,12,1,104,150,1,100,90,1,2,1,1,1,1,2,2,1,1,1,5,2,2,16,6,NA,300,150,30,35,2,1,1,10,6,4,5828,1163,29,14,160.42583102,29637659,10793316,18776155,68188,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,30221284.8,19714962.75,68869.88,NA,50005117.43,123.47,73.18,37.55,29637659
60000,1,NA,NA,800,NA,12,2,80,40,1,100,100,2,2,2,1,1,2,2,2,2,NA,2,NA,2,NA,1,2,1,10,200,10,3,1,2,1,3,NA,4,5555,1145,28,14,207.13166685,3904799,1498919,2405880,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,4196973.2,2526174,NA,NA,6723147.2,112.05,65.08,35.79,3904799
120000,2,1,NA,1000,NA,9,2,65,45,1,100,10,1,2,1,1,2,1,2,2,2,NA,1,NA,1,NA,NA,2,1,60,0,20,2,2,1,2,45,2,3,5224,1129,29,14,16.829059837,10233558,4572790,5660768,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,12803812,5943806.4,NA,NA,18747618.4,156.23,85.28,30.19,10233558
26000,2,NA,NA,250,NA,12,2,55,22,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,35,8,4,2,1,2,2,2,NA,NA,3420,2094,28,14,751.72654486,871360,304330,567030,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,852124,595381.5,NA,NA,1447505.5,55.67,33.51,39.17,871360
180000,4,1,NA,800,NA,12,2,30,80,1,86,2,2,2,1,2,2,2,2,2,2,NA,1,5,1,NA,NA,2,1,153,2,12,1,2,1,1,10,2,4,5925,647,28,14,139.16995492,10523644,1169596,9354048,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3274868.8,9821750.4,NA,NA,13096619.2,72.76,58.46,71.42,10523644
81000,1,NA,NA,450,NA,10,2,40,40,2,100,100,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,NA,2,NA,145,50,6,0,2,1,1,4,NA,2,3055,1467,28,14,209.09996186,2711226,2039851,671375,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,5711582.8,704943.75,NA,NA,6416526.55,79.22,33.47,10.46,2711226
62000,1,NA,NA,450,NA,11,2,40,43,1,100,NA,2,2,2,1,2,2,2,2,2,NA,1,10,2,NA,2,2,1,65,93,3,1,1,1,2,6,NA,3,7718,468,28,14,242.08690218,1993689,1489799,503890,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,4171437.2,529084.5,NA,NA,4700521.7,75.81,32.16,10.72,1993689
16750,1,NA,NA,90,NA,9,2,40,3,2,100,70,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,0,2,0,NA,NA,2,3,NA,NA,2454,2701,29,14,484.85166373,899115,402810,496305,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1127868,521120.25,NA,NA,1648988.25,98.45,53.68,30.1,899115
45500,1,NA,NA,250,NA,12,2,40,25,1,100,100,2,2,1,2,2,2,2,2,2,NA,2,NA,NA,3,NA,1,1,200,2,2,4,2,2,1,NA,NA,NA,2835,2101,28,14,133.33774762,3045174,2207236,837938,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,6180260.8,879834.9,NA,NA,7060095.7,155.17,66.93,11.87,3045174
36500,2,NA,NA,225,NA,12,2,70,14,1,100,40,2,2,2,2,1,1,2,2,2,NA,1,NA,NA,NA,1,NA,NA,50,3,6,1,2,1,1,NA,NA,1,5907,1091,28,14,653.05875273,902589,425964,476625,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1192699.2,500456.25,NA,NA,1693155.45,46.39,24.73,28.15,902589
38500,1,NA,NA,200,NA,12,2,50,38,1,100,15,2,2,1,2,1,1,2,2,2,NA,2,NA,NA,NA,4,2,NA,75,10,12,1,2,1,1,25,1,3,2870,2389,28,14,360.21806967,3144203,1063145,2081058,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2976806,2185110.9,NA,NA,5161916.9,134.08,81.67,40.32,3144203
69000,1,NA,NA,900,NA,10,2,80,70,1,100,33,2,2,2,1,2,2,2,2,2,NA,1,NA,1,NA,NA,2,NA,140,85,20,1,2,2,1,1,2,5,5579,921,28,14,239.38538189,9541185,3332760,6208425,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,9331728,6518846.25,NA,NA,15850574.25,229.72,138.28,39.17,9541185
47000,3,1,NA,250,NA,12,1,75,32,1,100,NA,2,2,1,2,2,1,2,2,2,NA,1,NA,1,NA,NA,NA,NA,4,200,8,2,2,2,1,2,NA,2,5287,454,28,14,313.28621931,1833129,1073436,NA,759693,NA,1,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,1,3005620.8,NA,767289.93,NA,3772910.73,80.27,39,NA,1833129
